ID,ENTRYTYPE,doi,journal,title,year,volume,number,pages,url,author,language,cited_by,dblp_key
000108,article,10.1080/07421222.2015.1099391,Journal of Management Information Systems,Competition Between Open Source and Proprietary Software: Strategies for Survival,2015,32,3,268--295,https://www.tandfonline.com/doi/full/10.1080/07421222.2015.1099391,"Sacks, Michael",,,
000109,article,10.2753/MIS0742-1222280202,Journal of Management Information Systems,Measuring Information Diffusion in an Online Community,2011,28,2,11--38,https://www.tandfonline.com/doi/abs/10.2753/MIS0742-1222280202,"Garg, Rajiv and Smith, Michael D. and Telang, Rahul",,,
000110,article,10.1080/07421222.2002.11045735,Journal of Management Information Systems,Market Segmentation and Information Development Costs in a Two-Tiered Fee-Based and Sponsorship-Based Web Site,2002,19,3,69--86,https://www.tandfonline.com/doi/abs/10.1080/07421222.2002.11045735,,,,
000111,article,10.1080/07421222.1995.11518087,Journal of Management Information Systems,Special Issue: Information Technology and Its Organizational Impact,1995,12,3,3--7,https://www.tandfonline.com/doi/abs/10.1080/07421222.1995.11518087,"Nunamaker, Jay F. and Sprague, Ralph H.",,,
000112,article,10.1080/07421222.1985.11517737,Journal of Management Information Systems,Research on MIS Planning: Some Guidelines from Strategic Planning Research,1985,2,3,65--77,https://www.tandfonline.com/doi/abs/10.1080/07421222.1985.11517737,"Venkatraman, N.",,,
000113,article,10.2753/MIS0742-1222290100,Journal of Management Information Systems,Editorial Introduction,2012,29,1,5--14,https://www.tandfonline.com/doi/abs/10.2753/MIS0742-1222290100,"Zwass, Vladimir",,,
000114,article,10.2753/MIS0742-1222270403,Journal of Management Information Systems,Information Quality in Wikipedia: The Effects of Group Composition and Task Conflict,2011,27,4,71--98,https://www.tandfonline.com/doi/abs/10.2753/MIS0742-1222270403,"Arazy, Ofer and Nov, Oded and Patterson, Raymond and Yeo, Lisa",eng,,
000115,article,10.2753/MIS0742-1222290107,Journal of Management Information Systems,Differential Effects of Provider Recommendations and Consumer Reviews in E-Commerce Transactions: An Experimental Study,2012,29,1,237--272,https://www.tandfonline.com/doi/abs/10.2753/MIS0742-1222290107,"Benlian, Alexander and Titah, Ryad and Hess, Thomas",,,
000116,article,10.1080/07421222.2014.1001257,Journal of Management Information Systems,The Behavioral Roots of Information Systems Security: Exploring Key Factors Related to Unethical IT Use,2015,31,4,49--87,https://www.tandfonline.com/doi/full/10.1080/07421222.2014.1001257,"Chatterjee, Sutirtha and Sarker, Suprateek and Valacich, Joseph S.",,,
000117,article,10.2753/MIS0742-1222260103,Journal of Management Information Systems,Decentralization in Wikipedia Governance,2009,26,1,49--72,https://www.tandfonline.com/doi/abs/10.2753/MIS0742-1222260103,"Forte, Andrea and Larco, Vanesa and Bruckman, Amy",,,
000118,article,10.1080/07421222.2018.1451954,Journal of Management Information Systems,Leveraging Financial Social Media Data for Corporate Fraud Detection,2018,35,2,461--487,https://www.tandfonline.com/doi/full/10.1080/07421222.2018.1451954,"Dong, Wei and Liao, Shaoyi and Zhang, Zhongju",,,
000119,article,10.1080/07421222.2003.11045746,Journal of Management Information Systems,Team Boundary Issues Across Multiple Global Firms,2003,19,4,157--190,https://www.tandfonline.com/doi/abs/10.1080/07421222.2003.11045746,,,,
000120,article,10.2753/MIS0742-1222240109,Journal of Management Information Systems,The Impact of Technostress on Role Stress and Productivity,2007,24,1,301--328,,"Tarafdar, Monideepa and Tu, Qiang and Ragu-Nathan, Bhanu S. and Ragu-Nathan, T. S.",eng,,
000121,article,10.1080/07421222.2015.1138375,Journal of Management Information Systems,Influence of Firm’s Recovery Endeavors upon Privacy Breach on Online Customer Behavior,2016,33,3,904--933,https://www.tandfonline.com/doi/full/10.1080/07421222.2015.1138375,"Choi, Ben C.F. and Kim, Sung S. and Jiang, Zhenhui (Jack)",,,
000122,article,10.2753/MIS0742-1222240410,Journal of Management Information Systems,Attributions of Trust in Decision Support Technologies: A Study of Recommendation Agents for E-Commerce,2008,24,4,249--273,https://www.tandfonline.com/doi/abs/10.2753/MIS0742-1222240410,"Wang, Weiquan and Benbasat, Izak",,,
000123,article,10.1080/07421222.2016.1205929,Journal of Management Information Systems,More Than Meets the Eye: How Oculometric Behaviors Evolve Over the Course of Automated Deception Detection Interactions,2016,33,2,332--360,https://www.tandfonline.com/doi/full/10.1080/07421222.2016.1205929,"Proudfoot, Jeffrey G. and Jenkins, Jeffrey L. and Burgoon, Judee K. and Nunamaker, Jay F.",,,
000124,article,10.1080/07421222.2016.1205924,Journal of Management Information Systems,Computer-Mediated Deception: Strategies Revealed by Language-Action Cues in Spontaneous Communication,2016,33,2,393--420,https://www.tandfonline.com/doi/full/10.1080/07421222.2016.1205924,"Ho, Shuyuan Mary and Hancock, Jeffrey T. and Booth, Cheryl and Liu, Xiuwen",,,
000125,article,10.1080/07421222.1988.11517815,Journal of Management Information Systems,McKesson Drug Company: A Case Study of Economost–A Strategic Information System,1988,5,1,36--50,https://www.tandfonline.com/doi/abs/10.1080/07421222.1988.11517815,"Clemons, Eric K. and Row, Michael",,,
000126,article,10.1080/07421222.2003.11045775,Journal of Management Information Systems,Knowing-Why About Data Processes and Data Quality,2003,20,3,13--39,https://www.tandfonline.com/doi/abs/10.1080/07421222.2003.11045775,"LEE, YANG W. and STRONG, DIANE M.",,,
000127,article,10.2753/MIS0742-1222290409,Journal of Management Information Systems,Are Users Threatened by Credibility Assessment Systems?,2013,29,4,249--262,https://www.tandfonline.com/doi/abs/10.2753/MIS0742-1222290409,"Elkins, Aaron C. and Dunbar, Norah E. and Adame, Bradley and Nunamaker, Jay F.",,,
000128,article,10.2753/MIS0742-1222230404,Journal of Management Information Systems,"The Impact of Individualism—Collectivism, Social Presence, and Group Diversity on Group Decision Making Under Majority Influence",2007,23,4,53--80,https://www.tandfonline.com/doi/abs/10.2753/MIS0742-1222230404,"Zhang, Dongsong and Lowry, Paul Benjamin and Zhou, Lina and Fu, Xiaolan",,,
000129,article,10.1080/07421222.2014.994672,Journal of Management Information Systems,Healthcare IT Adoption: An Analysis of Knowledge Transfer in Socioeconomic Networks,2014,31,3,7--34,https://www.tandfonline.com/doi/full/10.1080/07421222.2014.994672,"Peng, Gang and Dey, Debabrata and Lahiri, Atanu",,,
000130,article,10.2753/MIS0742-1222220306,Journal of Management Information Systems,The Role of Knowledge Repositories in Technical Support Environments: Speed Versus Learning in User Performance,2005,22,3,159--190,https://www.tandfonline.com/doi/abs/10.2753/MIS0742-1222220306,"GRAY, PETER H. and DURCIKOVA, ALEXANDRA",,,
000131,article,10.2753/MIS0742-1222290109,Journal of Management Information Systems,The Effects of Self-Regulated Learning Processes on E-Learning Outcomes in Organizational Settings,2012,29,1,307--340,https://www.tandfonline.com/doi/abs/10.2753/MIS0742-1222290109,"Wan, Zeying and Compeau, Deborah and Haggerty, Nicole",,,
000132,article,10.1080/07421222.2004.11045783,Journal of Management Information Systems,Causal Relationships in Creative Problem Solving: Comparing Facilitation Interventions for Ideation,2004,20,4,167--198,https://www.tandfonline.com/doi/abs/10.1080/07421222.2004.11045783,"SANTANEN, ERIC L. and BRIGGS, ROBERT O. and VREEDE, GERT-JAN DE",,,
000133,article,10.1080/07421222.2017.1297637,Journal of Management Information Systems,A Strategic Analysis of Multi-Channel Expert Services,2017,34,1,206--231,https://www.tandfonline.com/doi/full/10.1080/07421222.2017.1297637,"Akçura, M. Tolga and Ozdemir, Zafer D.",,,
000134,article,10.2753/MIS0742-1222250305,Journal of Management Information Systems,Individual Adaptation to IT-Induced Change: The Role of Social Networks,2008,25,3,177--206,https://www.tandfonline.com/doi/abs/10.2753/MIS0742-1222250305,"Bruque, Sebastián and Moyano, José and Eisenberg, Jacob",,,
000135,article,10.1080/07421222.2017.1373007,Journal of Management Information Systems,Positivist Information Systems Action Research: Methodological Issues,2017,34,3,754--767,https://www.tandfonline.com/doi/full/10.1080/07421222.2017.1373007,"Kock, Ned and Avison, David and Malaurent, Julien",,,
000136,article,10.2753/MIS0742-1222240306,Journal of Management Information Systems,The Optimal Number of Versions: Why Does Goldilocks Pricing Work for Information Goods?,2007,24,3,167--191,https://www.tandfonline.com/doi/abs/10.2753/MIS0742-1222240306,"Hui, Wendy and Yoo, Byungjoon and Tam, Kar Yan",,,
000137,article,10.1080/07421222.2002.11045705,Journal of Management Information Systems,An Examination of the Impact of Stimuli Type and GSS Structure on Creativity: Brainstorming Versus Non-Brainstorming Techniques in a GSS Environment,2002,18,4,59--85,https://www.tandfonline.com/doi/abs/10.1080/07421222.2002.11045705,"Hender, Jillian M. and Dean, Douglas L. and Rodgers, Thomas L. and Nunamaker Jr, Jay F.",,,
000138,article,10.2753/MIS0742-1222270107,Journal of Management Information Systems,Network Externalities and Technology Use: A Quantitative Analysis of Intraorganizational Blogs,2010,27,1,145--174,https://www.tandfonline.com/doi/abs/10.2753/MIS0742-1222270107,"Wattal, Sunil and Racherla, Pradeep and Mandviwalla, Munir",,,
000139,article,10.1080/07421222.1996.11518110,Journal of Management Information Systems,An Empirically Derived Taxonomy of Information Technology Structure and Its Relationship to Organizational Structure,1996,13,1,9--34,https://www.tandfonline.com/doi/abs/10.1080/07421222.1996.11518110,"Fiedler, Kirk Dean and Grover, Varun and Teng, James T.C.",,,
000140,article,10.1080/07421222.2014.1001253,Journal of Management Information Systems,Special Section: Cognitive Perspectives on Information Systems,2015,31,4,3--5,https://www.tandfonline.com/doi/full/10.1080/07421222.2014.1001253,"Briggs, Robert O.",,,
000141,article,10.2753/MIS0742-1222220304,Journal of Management Information Systems,Investigating Coherence and Multimedia Effects of a Technology-Mediated Collaborative Environment,2005,22,3,97--121,https://www.tandfonline.com/doi/abs/10.2753/MIS0742-1222220304,"GEMINO, ANDREW and PARKER, DREW and KUTZSCHAN, ADRIENNE OLNICK",,,
000142,article,10.1080/07421222.1992.11517940,Journal of Management Information Systems,Impact of the CEO’s Participation on Information Systems Steering Committees,1992,8,4,83--96,https://www.tandfonline.com/doi/abs/10.1080/07421222.1992.11517940,"Raghunathan, T.S.",,,
000143,article,10.1080/07421222.1995.11518077,Journal of Management Information Systems,Editorial Introduction,1995,12,2,3--4,https://www.tandfonline.com/doi/abs/10.1080/07421222.1995.11518077,"Zwass, Vladimir",,,
000144,article,10.1080/07421222.2017.1372995,Journal of Management Information Systems,Special Issue: Action Research in Information Systems,2017,34,3,630--632,https://www.tandfonline.com/doi/full/10.1080/07421222.2017.1372995,"Avison, David and Kock, Ned and Malaurent, Julien",,,
000145,article,10.1080/07421222.1986.11517773,Journal of Management Information Systems,Open versus Closed Minds: The Effect of Dogmatism on an Analyst’s Problem-Solving Behavior,1986,3,3,111--122,https://www.tandfonline.com/doi/abs/10.1080/07421222.1986.11517773,"Paddock, Charles E. and Swanson, Neil E.",,,
000146,article,10.2753/MIS0742-1222250106,Journal of Management Information Systems,Factors in the Global Assimilation of Collaborative Information Technologies: An Exploratory Investigation in Five Regions,2008,25,1,131--166,https://www.tandfonline.com/doi/abs/10.2753/MIS0742-1222250106,"Bajwa, Deepinder S. and Lewis, L. Floyd and Pervan, Graham and Lai, Vincent S. and Munkvold, Bjørn E. and Schwabe, Gerhard",,,
000147,article,10.2753/MIS0742-1222240106,Journal of Management Information Systems,Broken Ties: The Impact of Organizational Restructuring on the Stability of Information-Processing Networks,2007,24,1,201--231,https://www.tandfonline.com/doi/abs/10.2753/MIS0742-1222240106,"Kwon, Dowan and Oh, Wonseok and Jeon, Sangyong",,,
000148,article,10.2753/MIS0742-1222250301,Journal of Management Information Systems,The Complementary Effects of E-Markets on Existing Supplier-Buyer Relationships in a Supply Chain,2008,25,3,9--64,https://www.tandfonline.com/doi/abs/10.2753/MIS0742-1222250301,"Xia, Mu and Xia, Nan",,,
000149,article,10.2753/MIS0742-1222260201,Journal of Management Information Systems,"Special Section: Competitive Strategy, Economics, and Information Systems",2009,26,2,7--13,https://www.tandfonline.com/doi/abs/10.2753/MIS0742-1222260201,"Clemons, Eric K. and Kauffman, Robert J. and Weber, Thomas A.",,,
000150,article,10.2753/MIS0742-1222220409,Journal of Management Information Systems,Discovering Cues to Error Detection in Speech Recognition Output: A User-Centered Approach,2006,22,4,237--270,https://www.tandfonline.com/doi/abs/10.2753/MIS0742-1222220409,"ZHOU, LINA and SHI, YONGMEI and ZHANG, DONGSONG and SEARS, ANDREW",,,
000151,article,10.1080/07421222.1998.11518213,Journal of Management Information Systems,"Information Is What You Make of It: The Influence of Group History and Computer Support on Information Sharing, Decision Quality, and Member Perceptions",1998,15,2,173--197,https://www.tandfonline.com/doi/abs/10.1080/07421222.1998.11518213,"Mennecke, Brian E. and Valacich, Joseph S.",,,
000152,article,10.2753/MIS0742-1222250109,Journal of Management Information Systems,Effect of Network Relations on the Adoption of Electronic Trading Systems,2008,25,1,233--266,https://www.tandfonline.com/doi/abs/10.2753/MIS0742-1222250109,"Montazemi, Ali Reza and Siam, John J. and Esfahanipour, Akbar",,,
000153,article,10.1080/07421222.1996.11518133,Journal of Management Information Systems,Spreadsheet Presentation and Error Detection: An Experimental Study,1996,13,3,45--63,https://www.tandfonline.com/doi/abs/10.1080/07421222.1996.11518133,"Galletta, Dennis F. and Hartzel, Kathleen S. and Johnson, Susan E. and Joseph, Jimmie L. and Rustagi, Sandeep",,,
000154,article,10.1080/07421222.1990.11517890,Journal of Management Information Systems,Dispersed Group Decision Making Using Nonsimultaneous Computer Conferencing: A Report of Research,1990,7,2,71--92,https://www.tandfonline.com/doi/abs/10.1080/07421222.1990.11517890,"Smith, Jill Y. and Vanecek, Michael T.",,,
000155,article,10.1080/07421222.2018.1440764,Journal of Management Information Systems,The Role of Provision Points in Online Crowdfunding,2018,35,1,117--144,https://www.tandfonline.com/doi/full/10.1080/07421222.2018.1440764,"Burtch, Gordon and Hong, Yili and Liu, De",,,
