ID,ENTRYTYPE,doi,journal,title,year,volume,number,pages,url,author,language,dblp_key,metadata_source
000110,article,10.1057/PALGRAVE.EJIS.3000717,European Journal of Information Systems,Physicians' resistance toward healthcare information technology - a theoretical model and empirical test,2007,16,6,725--737,https://www.tandfonline.com/doi/full/10.1057/palgrave.ejis.3000717,"Bhattacherjee, Anol and Hikmet, Neset",,,
000111,article,10.1057/EJIS.2013.36,European Journal of Information Systems,A unified model of IT continuance - three complementary perspectives and crossover effects,2015,24,4,364--373,https://www.tandfonline.com/doi/full/10.1057/ejis.2013.36,"Bhattacherjee, Anol and Lin, Chieh-Peng",,,
000112,article,10.1057/EJIS.2013.1,European Journal of Information Systems,Why end-users move to the cloud - a migration-theoretic analysis,2014,23,3,357--372,https://www.tandfonline.com/doi/full/10.1057/ejis.2013.1,"Bhattacherjee, Anol and Park, Sang Cheol",,,
000113,article,10.1057/EJIS.2012.12,European Journal of Information Systems,An empirical study of IS architectures in French SMEs - integration approaches,2012,21,3,287--302,https://www.tandfonline.com/doi/full/10.1057/ejis.2012.12,"Bidan, Marc and Rowe, Frantz and Truex, Duane",,,
000114,article,10.1057/EJIS.2012.48,European Journal of Information Systems,"Grounded theory method in information systems research - its nature, diversity and opportunities",2013,22,1,1--8,https://www.tandfonline.com/doi/full/10.1057/ejis.2012.48,"Birks, David F and Fernandez, Walter and Levina, Natalia and Nasirin, Syed",,,
000115,article,10.1057/EJIS.2009.34,European Journal of Information Systems,Boundary factors and contextual contingencies - configuring electronic templates for healthcare professionals,2009,18,5,428--441,https://www.tandfonline.com/doi/full/10.1057/ejis.2009.34,"Bjørn, Pernille and Burgoyne, Sue and Crompton, Vicky and MacDonald, Teri and Pickering, Barbe and Munro, Sue",,,
000116,article,10.1057/EJIS.2010.42,European Journal of Information Systems,Effects of visual and textual information in online product presentations - looking for the best combination in website design,2010,19,6,668--686,https://www.tandfonline.com/doi/full/10.1057/ejis.2010.42,"Blanco, Carlos Flavián and Sarasa, Raquel Gurrea and Sanclemente, Carlos Orús",,,
000117,article,10.1057/PALGRAVE.EJIS.3000618,European Journal of Information Systems,Exploring the influence of reference situations and reference pricing on mobile service user behaviour,2006,15,3,285--291,https://www.tandfonline.com/doi/full/10.1057/palgrave.ejis.3000618,"Blechar, Jennifer and Constantiou, Ioanna D and Damsgaard, Jan",,,
000118,article,10.1057/PALGRAVE.EJIS.3000630,European Journal of Information Systems,Are norms enough? The role of collaborative norms in promoting organizational knowledge seeking,2006,15,4,357--367,https://www.tandfonline.com/doi/full/10.1057/palgrave.ejis.3000630,"Bock, Gee-Woo and Kankanhalli, Atreyi and Sharma, Sanjeev",,,
000119,article,10.1057/S41303-017-0041-6,European Journal of Information Systems,"""What else is there…?"" - reporting meditations in experiential computing",2017,26,3,274--286,https://www.tandfonline.com/doi/full/10.1057/s41303-017-0041-6,"Bødker, Mads",,,
000120,article,10.1080/0960085X.2018.1534039,European Journal of Information Systems,Designed entrepreneurial legitimacy - the case of a Swedish crowdfunding platform,2019,28,3,318--335,https://www.tandfonline.com/doi/full/10.1080/0960085X.2018.1534039,"Ingram Bogusz, Claire and Teigland, Robin and Vaast, Emmanuelle",,,
000121,article,10.1057/PALGRAVE.EJIS.3000581,European Journal of Information Systems,Fake!,2005,14,5,446--447,https://www.tandfonline.com/doi/full/10.1057/palgrave.ejis.3000581,"Boland, Richard J",,,
000122,article,10.1057/S41303-017-0043-4,European Journal of Information Systems,The limits to language in doing systems design,2017,26,3,248--259,https://www.tandfonline.com/doi/full/10.1057/s41303-017-0043-4,"Boland, Richard J. and Lyytinen, Kalle",,,
000123,article,10.1057/PALGRAVE.EJIS.3000608,European Journal of Information Systems,Action-oriented group learning in the implementation of information technologies - results from three case studies,2006,15,1,42--53,https://www.tandfonline.com/doi/full/10.1057/palgrave.ejis.3000608,"Bondarouk, Tanya V",,,
000124,article,10.1057/PALGRAVE.EJIS.3000461,European Journal of Information Systems,Structure and analysis of IS decision-making processes,2003,12,3,195--209,https://www.tandfonline.com/doi/full/10.1057/palgrave.ejis.3000461,"Boonstra, Albert",,,
000125,article,10.1057/EJIS.2008.2,European Journal of Information Systems,Stakeholder management in IOS projects - analysis of an attempt to implement an electronic patient file,2008,17,2,100--111,https://www.tandfonline.com/doi/full/10.1057/ejis.2008.2,"Boonstra, Albert and Boddy, David and Bell, Sheena",,,
000126,article,10.1057/S41303-017-0055-0,European Journal of Information Systems,"Stakeholders' enactment of competing logics in IT governance - polarization, compromise or synthesis?",2018,27,4,415--433,https://www.tandfonline.com/doi/full/10.1057/s41303-017-0055-0,"Boonstra, Albert and Yeliz Eseryel, U. and van Offenbeek, Marjolein A. G.",,,
000127,article,10.1057/PALGRAVE.EJIS.3000603,European Journal of Information Systems,Agile improvement practices in software organizations,2006,15,2,169--182,https://www.tandfonline.com/doi/full/10.1057/palgrave.ejis.3000603,"Börjesson, Anna and Martinsson, Fredrik and Timmerås, Magnus",,,
000128,article,10.1057/EJIS.2009.43,European Journal of Information Systems,Managing RFID projects in organizations,2009,18,6,534--540,https://www.tandfonline.com/doi/full/10.1057/ejis.2009.43,"Bose, Indranil and Ngai, Eric W T and Teo, Thompson S H and Spiekermann, Sarah",,,
000129,article,10.1057/EJIS.2009.8,European Journal of Information Systems,"If someone is watching, I'll do what I'm asked - mandatoriness, control, and information security",2009,18,2,151--164,https://www.tandfonline.com/doi/full/10.1057/ejis.2009.8,"Boss, Scott R and Kirsch, Laurie J and Angermeier, Ingo and Shingler, Raymond A and Boss, R Wayne",,,
000130,article,10.1057/PALGRAVE.EJIS.3000568,European Journal of Information Systems,A brief glimpse of Claudio,2005,14,5,448--449,https://www.tandfonline.com/doi/full/10.1057/palgrave.ejis.3000568,"Boucas, Dimitris",,,
000131,article,10.1057/S41303-016-0030-1,European Journal of Information Systems,Modeling interferences in information systems design for cyberphysical systems - Insights from a smart grid application,2018,27,2,207--220,https://www.tandfonline.com/doi/full/10.1057/s41303-016-0030-1,"Brandt, Tobias and Feuerriegel, Stefan and Neumann, Dirk",,,
000132,article,10.1080/0960085X.2019.1708218,European Journal of Information Systems,Advancing a NeuroIS research agenda with four areas of societal contributions,2020,29,1,9--24,https://www.tandfonline.com/doi/full/10.1080/0960085X.2019.1708218,"vom Brocke, Jan and Hevner, Alan and Léger, Pierre Majorique and Walla, Peter and Riedl, René",,,
000133,article,10.1057/PALGRAVE.EJIS.3000464,European Journal of Information Systems,Information Systems - an Introduction to Informatics in Organisations,2003,12,3,243--244,https://www.tandfonline.com/doi/full/10.1057/palgrave.ejis.3000464,"Brooks, Laurence",,,
000134,article,10.1057/EJIS.2010.48,European Journal of Information Systems,"IT professional identity - needs, perceptions, and belonging",2011,20,1,87--102,https://www.tandfonline.com/doi/full/10.1057/ejis.2010.48,"Brooks, Nita G and Riemenschneider, Cindy K and Hardgrave, Bill C and O'Leary-Kelly, Anne M",,,
000135,article,10.1057/PALGRAVE.EJIS.3000371,European Journal of Information Systems,Book review/viewpoint on Ian Angell's book—‘The New Barbarian Manifesto - How to Survive in the Information Age',2000,9,3,189--200,https://www.tandfonline.com/doi/abs/10.1057/palgrave.ejis.3000371,"Brown, A",,,
000136,article,10.1057/PALGRAVE.EJIS.3000360,European Journal of Information Systems,The IT value quest - How to capture the business value of IT-based infrastructure,2000,9,3,203--204,https://www.tandfonline.com/doi/abs/10.1057/palgrave.ejis.3000360,"Brown, A",,,
000137,article,10.1057/PALGRAVE.EJIS.3000480,European Journal of Information Systems,Potential of critical e-applications for engaging SMEs in e-business - a provider perspective,2004,13,1,21--34,https://www.tandfonline.com/doi/full/10.1057/palgrave.ejis.3000480,"Brown, David H and Lockett, Nigel",,,
000138,article,10.1057/PALGRAVE.EJIS.3000438,European Journal of Information Systems,Do I really have to? User acceptance of mandated technology,2002,11,4,283--295,https://www.tandfonline.com/doi/abs/10.1057/palgrave.ejis.3000438,"Brown, S A and Massey, A P and Montoya-weiss, M M and Burkman, J R",,,
000139,article,10.1057/EJIS.2015.10,European Journal of Information Systems,Handle mergers and acquisitions with care - the fragility of trust between the IT-service provider and end-users,2016,25,2,170--186,https://www.tandfonline.com/doi/full/10.1057/ejis.2015.10,"Brown, Susan A and Massey, Anne P and Ward, Kerry W",,,
000140,article,10.1057/EJIS.2011.3,European Journal of Information Systems,"Priorities, policies and practice of e-government in a developing country context - ICT infrastructure and diffusion in Jamaica",2011,20,3,329--342,https://www.tandfonline.com/doi/full/10.1057/ejis.2011.3,"Brown, David H and Thompson, Sheryl",,,
000141,article,10.1057/EJIS.2008.52,European Journal of Information Systems,The future of information systems - Thinking Informatically,2008,17,6,695--698,https://www.tandfonline.com/doi/full/10.1057/ejis.2008.52,"Bryant, Antony",,,
000142,article,10.1057/EJIS.2015.4,European Journal of Information Systems,Representing small business web presence content - the web presence pyramid model,2016,25,2,110--130,https://www.tandfonline.com/doi/full/10.1057/ejis.2015.4,"Burgess, Stephen",,,
000143,article,10.1057/EJIS.2014.31,European Journal of Information Systems,Theoretical perspectives in IS research: from variance and process to conceptual latitude and conceptual fit,2015,24,6,664--679,https://www.tandfonline.com/doi/full/10.1057/ejis.2014.31,"Burton-Jones, Andrew and McLean, Ephraim R and Monod, Emmanuel",eng,,
000144,article,10.1057/EJIS.2015.3,European Journal of Information Systems,Erratum - Discovery paths - exploring emergence and IT evolutionary design in cross-border M&As. Analysing Grupo Santander's acquisition of Abbey (2004-2009),2015,24,2,227--227,https://www.tandfonline.com/doi/full/10.1057/ejis.2015.3,"Busquets, Javier",,,
000145,article,10.1057/EJIS.2014.38,European Journal of Information Systems,Discovery paths - exploring emergence and IT evolutionary design in cross-border M&As. Analysing grupo Santander's acquisition of abbey (2004-2009),2015,24,2,178--201,https://www.tandfonline.com/doi/full/10.1057/ejis.2014.38,"Busquets, Javier",,,
000146,article,10.1080/0960085X.2020.1728201,European Journal of Information Systems,Architectural alignment of process innovation and digital infrastructure in a high-tech hospital,2020,29,3,220--237,https://www.tandfonline.com/doi/full/10.1080/0960085X.2020.1728201,"Bygstad, Bendik and Øvrelid, Egil",,,
000147,article,10.1057/PALGRAVE.EJIS.3000454,European Journal of Information Systems,Using resource-based theory to interpret the successful adoption and use of information systems and technology in manufacturing small and medium-sized enterprises,2003,12,2,127--141,https://www.tandfonline.com/doi/full/10.1057/palgrave.ejis.3000454,"Caldeira, Mário M and Ward, John M",,,
000148,article,10.1057/PALGRAVE.EJIS.3000490,European Journal of Information Systems,Organizational determinants of IT adoption in the pharmaceutical distribution sector,2004,13,2,133--146,https://www.tandfonline.com/doi/full/10.1057/palgrave.ejis.3000490,"Bruque-Cámara, Sebastián and Vargas-Sánchez, Alfonso and Hernández-Ortiz, M. Jesús",,,
000149,article,10.1057/EJIS.2016.8,European Journal of Information Systems,Four common multicommunicating misconceptions,2016,25,5,465--471,https://www.tandfonline.com/doi/full/10.1057/ejis.2016.8,"Cameron, Ann-Frances and Webster, Jane and Barki, Henri and de Guinea, Ana Ortiz",,,
000150,article,10.1057/EJIS.2012.9,European Journal of Information Systems,Adapting funding processes for agile IT projects - an empirical investigation,2013,22,2,191--205,https://www.tandfonline.com/doi/full/10.1057/ejis.2012.9,"Cao, Lan and Mohan, Kannan and Ramesh, Balasubramaniam and Sarkar, Sumantra",,,
000151,article,10.1057/EJIS.2009.26,European Journal of Information Systems,A framework for adapting agile development methodologies,2009,18,4,332--343,https://www.tandfonline.com/doi/full/10.1057/ejis.2009.26,"Cao, Lan and Mohan, Kannan and Xu, Peng and Ramesh, Balasubramaniam",,,
000152,article,10.1080/0960085X.2020.1829512,European Journal of Information Systems,Adjusting to epidemic-induced telework - empirical insights from teleworkers in France,2021,30,1,69--88,https://www.tandfonline.com/doi/full/10.1080/0960085X.2020.1829512,"Carillo, Kevin and Cachat-Rosset, Gaëlle and Marsan, Josianne and Saba, Tania and Klarsfeld, Alain",,,
000153,article,10.1057/PALGRAVE.EJIS.3000374,European Journal of Information Systems,Structured-case - a methodological framework for building theory in information systems research,2000,9,4,235--242,https://www.tandfonline.com/doi/abs/10.1057/palgrave.ejis.3000374,"Carroll, J M and Swatman, P A",,,
000154,article,10.1057/EJIS.2012.55,European Journal of Information Systems,Understanding online customers' ties to merchants - the moderating influence of trust on the relationship between switching costs and e-loyalty,2014,23,2,185--204,https://www.tandfonline.com/doi/abs/10.1057/ejis.2012.55,"Carter, Michelle and Wright, Ryan and Thatcher, Jason Bennett and Klein, Richard",,,
000155,article,10.1057/EJIS.2008.5,European Journal of Information Systems,Information system development activities and inquiring systems - an integrating framework,2008,17,2,143--155,https://www.tandfonline.com/doi/full/10.1057/ejis.2008.5,"Carugati, Andrea",,,
