ID,ENTRYTYPE,file,doi,grobid-version,journal,title,volume,number,author,year,note
0000000109,article,data/pdfs/1_1/Rosenhead1991.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,"Edited by TONY CORNFORD Rational Analysis for a Problematic World: Problem Structuring Methods for Complexity, Uncertainty and Conflict",1,1,"Rosenhead, Jonathan",,Book review
0000000110,article,data/pdfs/24_3/WarkentinCharlesPauversChau2015.pdf,10.1057/EJIS.2015.7,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Cross-cultural IS research: perspectives from Eastern and Western traditions,24,3,"Warkentin, Merrill and Charles-Pauvers, Brigitte and Chau, Patrick Y K",,
0000000111,article,data/pdfs/27_4/KimWimbleSambamurthy2018.pdf,10.1057/S41303-017-0062-1,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Disaggregation of the IT capital effects on firm performance: Empirical evidence from an IT asset portfolio perspective,27,4,"Kim, Tae Hun and Wimble, Matt and Sambamurthy, Vallabh",,
0000000112,article,data/pdfs/19_3/PhangKankanhalliRamakrishnanEtAl2010.pdf,10.1057/EJIS.2010.32,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Customers' preference of online store visit strategies: an investigation of demographic variables,19,3,"Chee, Wei and Phang and Kankanhalli, Atreyi and Ramakrishnan, Karthik and Raman, Krishnamurthy S",,
0000000113,article,data/pdfs/1_3/ejis199139a.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,,1,3,,,Book review
0000000114,article,data/pdfs/12_3/Lee2003.pdf,10.1057/PALGRAVE.EJIS.3000460,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Business use of Internet-based information systems: the case of Korea,12,3,"Lee, Sangjae",,
0000000115,article,data/pdfs/2_2/Assimakopoulos_Agricultural Vi.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Agricultural videotex in Europe: the Greek approach,2,2,"Assimakopoulos, A. and Tsiligirides, T.",,
0000000116,article,data/pdfs/9_2/OKeefePaul2000.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,EJIS$$138P,9,2,,,Book review
0000000117,article,data/pdfs/1_5/Moores_Could Large Uk Corporat.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Could large UK corporations and computing companies use software cost estimating tools? -a survey,1,5,"Moores, T. T and Edwards, J. S",,
0000000118,article,"data/pdfs/1_1/Tary Use Of It, And The Impact.pdf",,lfoppiano/grobid:0.8.1,European Journal of Information Systems,,1,1,,,Book review
0000000119,article,data/pdfs/27_3/WilliamsWynnJr2018.pdf,10.1080/0960085X.2018.1435231,lfoppiano/grobid:0.8.1,European Journal of Information Systems,A critical realist script for creative theorising in information systems,27,3,"Williams, Clay K and Wynn, Donald E",,
0000000120,article,data/pdfs/23_5/PicotoBelangerPalmadosReis2014.pdf,10.1057/EJIS.2014.15,lfoppiano/grobid:0.8.1,European Journal of Information Systems,An organizational perspective on m-business: usage factors and value determination †,23,5,"Ng Picoto, Winnie and Bélanger, France and Palma-Dos-Reis, António and Picoto, Winnie Ng and Ng, Winnie and Al, Picoto",2014,
0000000121,article,data/pdfs/12_1/Fitzerald2003.pdf,10.1057/PALGRAVE,lfoppiano/grobid:0.8.1,European Journal of Information Systems,"Information Systems Outsourcing: Enduring Themes, Emergent Patterns and Future Directions",12,1,"Hirschheim, R. and Heinzl, A. and Dibbern, J. and Fitzerald, Gury",,Book review
0000000122,article,data/pdfs/24_3/ChenHsiehVandeVliertEtAl2015.pdf,10.1057/EJIS.2014.26,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Cross-national differences in individual knowledge-seeking patterns: a climato-economic contextualization,24,3,"Chen, Liwei and Po-An Hsieh, J. J and Van De Vliert, Evert and Huang, Xu and Po-, J. J and Hsieh, An",2015,
0000000123,article,data/pdfs/21_4/PeletPapadopoulou2012.pdf,10.1057/EJIS.2012.17,lfoppiano/grobid:0.8.1,European Journal of Information Systems,"The effect of colors of e-commerce websites on consumer mood, memorization and buying intention",21,4,"´ric Pelet, Jean-E and Papadopoulou, Panagiota and Pelet, Jean-E ´ric",2012,
0000000124,article,data/pdfs/17_5/Baskerville2008a.pdf,10.1057/EJIS.2008.45,lfoppiano/grobid:0.8.1,European Journal of Information Systems,What design science is not,17,5,"Baskerville, Richard",,
0000000125,article,data/pdfs/20_4/Baskerville2011a.pdf,10.1057/EJIS.2011.22,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Information design,20,4,"Baskerville, Richard",2011,Contents
0000000126,article,data/pdfs/28_5/Otondo2019.pdf,10.1080/0960085X.2019.1598609,lfoppiano/grobid:0.8.1,European Journal of Information Systems,How long can this party last? What the rise and fall of OR/MS can teach us about the future of business analytics,28,5,"Otondo, Robert F and Rowe, Frantz and Tallon, Paul",,
0000000127,article,data/pdfs/19_4/Wastell2010.pdf,10.1057/EJIS.2010.31,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Managing as designing: 'opportunity knocks' for the IS field?,19,4,"Wastell, David",2010,
0000000128,article,data/pdfs/17_1/KaruppanKaruppan2008.pdf,10.1057/PALGRAVE.EJIS.3000728,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Resilience of super users' mental models of enterprise-wide systems,17,1,"Karuppan, Corinne M and Karuppan, Muthu",,
0000000129,article,data/pdfs/16_5/SiaSoh2007.pdf,10.1057/PALGRAVE.EJIS.3000700,lfoppiano/grobid:0.8.1,European Journal of Information Systems,An assessment of package-organisation misalignment: institutional and ontological structures,16,5,"Siew, Kien and Sia and Soh, Christina and Sia, S. K",,
0000000130,article,data/pdfs/1_5/Lewis_Rich Picture Building In.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Rich picture building in the soft systems methodology,1,5,"Lewis, P. J",,
0000000131,article,data/pdfs/18_3/BergStylianou2009.pdf,10.1057/EJIS.2009.18,lfoppiano/grobid:0.8.1,European Journal of Information Systems,"Factors considered when outsourcing an IS system: an empirical examination of the impacts of organizational size, strategy and the object of a decision",18,3,"Berg, Bjarne and Stylianou, Antonis C",,
0000000132,article,data/pdfs/28_2/CirielloRichterSchwabe2019.pdf,10.1080/0960085X.2018.1524418,lfoppiano/grobid:0.8.1,European Journal of Information Systems,The paradoxical effects of digital artefacts on innovation practices,28,2,"Ciriello, Raffaele Fabio and Richter, Alexander and Schwabe, Gerhard and Conboy, Kieran and Pentland, Brian",,
0000000133,article,data/pdfs/5_4/Hipkin1996_Evaluating Maintena.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Evaluating maintenance management information systems,5,4,"Hipkin, I.",,
0000000134,article,data/pdfs/19_5/PalludMonod2010.pdf,10.1057/EJIS.2010.37,lfoppiano/grobid:0.8.1,European Journal of Information Systems,User experience of museum technologies: the phenomenological scales,19,5,"Pallud, Jessie and Monod, Emmanuel",2010,
0000000135,article,data/pdfs/16_3/Mohammed2007_An Investigation .pdf,10.1057/PALGRAVE.EJIS.3000671,lfoppiano/grobid:0.8.1,European Journal of Information Systems,An investigation into the factors influencing the adoption of B2B trading exchanges in small businesses,16,3,"Quaddus, Mohammed and Hofmeyer, Glenn",,
0000000136,article,data/pdfs/29_5/MedappaSrivastava2020.pdf,10.1080/0960085X.2020.1756003,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Ideological shifts in open source orchestration: examining the influence of licence choice and organisational participation on open source project outcomes,29,5,"Medappa, Poonacha K and Srivastava, Shirish C and Maruping, Likoebe and Matook, Sabine",,
0000000137,article,data/pdfs/10_1/Hollocks2001.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Handbook on Electronic Commerce,10,1,"Shaw, M. and Blanning, R. and Strader, T. and Whinston, A.",,Book review
0000000138,article,data/pdfs/3_2/Mouakket_Information Requireme.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Information requirements determination in the software industry: a case study,3,2,"Mouakket, S. and Sillince, J. A A and Fretwell-Downing, F. A",,
0000000139,article,data/pdfs/30_5/NguyenTuunanenGardnerEtAl2021.pdf,10.1080/0960085X.2020.1816144,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Design principles for learning analytics information systems in higher education,30,5,"Nguyen, Andy and Tuunanen, Tuure and Gardner, Lesley and Sheridan, Don and Ågerfalk, Pär and Holmstrom, Jonny",,
0000000140,article,data/pdfs/9_3/Marble2000.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Operationalising the implementation puzzle: an argument for eclecticism in research and in practice,9,3,"Marble, R. P",,
0000000141,article,data/pdfs/14_4/WeiWangJu2005.pdf,10.1057/PALGRAVE.EJIS.3000547,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Understanding misalignment and cascading change of ERP implementation: a stage view of process analysis,14,4,"Wei, Hsiao-Lan and Wang, Eric T G and Ju, Pei-Hung",,
0000000142,article,data/pdfs/22_2/ZhengChenHuangEtAl2013.pdf,10.1057/EJIS.2012.28,lfoppiano/grobid:0.8.1,European Journal of Information Systems,E-government adoption in public administration organizations: integrating institutional theory perspective and resource-based view,22,2,"Zheng, Daqing and Chen, Jin and Huang, Lihua and Zhang, Cheng",2012,
0000000143,article,data/pdfs/21_4/Ruth2012.pdf,10.1057/EJIS.2011.42,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Conversation as a source of satisfaction and continuance in a question-and-answer site,21,4,"Raban, Daphne and Ruth",2011,
0000000144,article,data/pdfs/26_3/Teeni2017.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,"Digital natives and immigrant editors, and special issues",26,3,"Te'eni, Dov",,
0000000145,article,data/pdfs/15_3/RanganathanSeoBabad2006.pdf,10.1057/PALGRAVE.EJIS.3000616,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Switching behavior of mobile users: do users' relational investments and demographics matter?,15,3,"Ranganathan, C. and Seo, Dongback and Babad, Yair",,
0000000146,article,data/pdfs/11_4/WilsonHowcroft2002.pdf,10.1057/PALGRAVE.EJIS.3000437,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Re-conceptualising failure: social shaping meets IS research,11,4,"Wilson, M. and Howcroft, D.",,
0000000147,article,data/pdfs/26_6/PoseyRajaCrosslerEtAl2017.pdf,10.1057/S41303-017-0065-Y,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Taking stock of organisations' protection of privacy: categorising and assessing threats to personally identifiable information in the USA,26,6,"Posey, Clay and Raja, Uzma and Crossler, Robert E and Burns, A. J and Lowry, Paul Benjamin and Dinev, Tamara and Willison, Robert",2017,
0000000148,article,data/pdfs/7_1/3000287a.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Self assessment as a means of measuring strategic and operational benefits from EDI: the development of a conceptual framework,7,1,"Fearon, C. and Philip, G.",,
0000000149,article,data/pdfs/11_3/Thanasankit2002_Requirements E.pdf,10.1057/PALGRAVE/EJIS/3000423,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Requirements engineering-exploring the influence of power and Thai values,11,3,"Thanasankit, T.",,
0000000150,article,data/pdfs/26_5/NwankpaDatta2017.pdf,10.1057/S41303-017-0049-Y,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Balancing exploration and exploitation of IT resources: the influence of Digital Business Intensity on perceived organizational performance,26,5,"Nwankpa, Joseph K and Datta, Pratim and Conboy, Kieran",2017,
0000000151,article,data/pdfs/16_1/GallivanBenbunanFich2007.pdf,10.1057/PALGRAVE.EJIS.3000667,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Analyzing IS research productivity: an inclusive approach to global IS scholarship,16,1,"Gallivan, Michael J and Benbunan-Fich, Raquel and Department, Cis",,
0000000152,article,data/pdfs/17_5/Aaen2008.pdf,10.1057/EJIS.2008.43,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Essence: facilitating software innovation,17,5,"Aaen, Ivan",,
0000000153,article,data/pdfs/18_1/MekonnenSahay2009.pdf,10.1057/EJIS.2008.59,lfoppiano/grobid:0.8.1,European Journal of Information Systems,An institutional analysis on the dynamics of the interaction between standardizing and scaling processes: a case study from Ethiopia,18,1,"Mekonnen, Selamawit Molla and Sahay, Sundeep",,Correction
0000000154,article,data/pdfs/25_1/SteinGalliersWhitley2016.pdf,10.1057/EJIS.2014.25,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Twenty years of the European information systems academy at ECIS: emergent trends and research topics,25,1,"Stein, Mari-Klara and Galliers, Robert D and Whitley, Edgar A",2014,
0000000155,article,data/pdfs/14_4/ChauHuangLiang2005.pdf,10.1057/PALGRAVE.EJIS.3000548,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Information systems research in the Asia Pacific region,14,4,"Chau, Patrick Y K and Huang, Lihua and Liang, Ting-Peng",,
0000000156,article,data/pdfs/26_6/AlgarniXuChan2017.pdf,10.1057/S41303-017-0057-Y,lfoppiano/grobid:0.8.1,European Journal of Information Systems,An empirical study on the susceptibility to social engineering in social networking sites: the case of Facebook,26,6,"Algarni, Abdullah and Xu, Yue and Chan, Taizan and Lowry, Paul Benjamin and Dinev, Tamara and Willison, Robert",2017,
0000000157,article,data/pdfs/19_3/NgwenyamaNorbjerg2010.pdf,10.1057/EJIS.2010.18,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Software process improvement with weak management support: an analysis of the dynamics of intra-organizational alliances in IS change initiatives,19,3,"Ngwenyama, Ojelanki and Nørbjerg, Jacob",2010,
0000000158,article,data/pdfs/8_3/Panteli1999_The Status Of Wome.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,The status of women in the UK IT industry: an empirical study,8,3,"Panteli, A. and Stack, J. and Atkinson, M. and Ramsay, H.",,
0000000159,article,data/pdfs/28_3/BoguszTeiglandVaast2019.pdf,10.1080/0960085X.2018.1534039,lfoppiano/grobid:0.8.1,European Journal of Information Systems,,28,3,"Bogusz, Claire Ingram and Teigland, Robin and Vaast, Emmanuelle and Agerfalk, Par and Gallivan, Michael",2018,
0000000160,article,data/pdfs/11_1/OKeefePaul2002.pdf,10.1057/PALGRAVE/EJIS/3000419,lfoppiano/grobid:0.8.1,European Journal of Information Systems,,11,1,,,
0000000161,article,data/pdfs/26_3/Bodker2017.pdf,10.1057/S41303-017-0041-6,lfoppiano/grobid:0.8.1,European Journal of Information Systems,ETHNOGRAPHY/NARRATIVE ''What else is there…?'': reporting meditations in experiential computing,26,3,"Bødker, Mads and Avital, Michel and Mathiassen, Lars and Schultze, Ulrike",2017,
0000000162,article,data/pdfs/27_3/BeynonDavies2018.pdf,10.1080/0960085X.2018.1435233,lfoppiano/grobid:0.8.1,European Journal of Information Systems,What's in a face? Making sense of tangible information systems in terms of Peircean semiotics,27,3,"Beynon-Davies, Paul",,
0000000163,article,data/pdfs/21_5/TurelSerenko2012.pdf,10.1057/EJIS.2012.1,lfoppiano/grobid:0.8.1,European Journal of Information Systems,The benefits and dangers of enjoyment with social networking websites,21,5,"Turel, Ofir and Serenko, Alexander",2012,
0000000164,article,data/pdfs/15_5/Oswick2006.pdf,10.1057/PALGRAVE.EJIS.3000638,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Commentary on Karl E. Weick's 'The role of imagination in the organizing of knowledge',15,5,"Oswick, Cliff",,
0000000165,article,data/pdfs/23_6/PiccoliLui2014.pdf,10.1057/EJIS.2013.20,lfoppiano/grobid:0.8.1,European Journal of Information Systems,The competitive impact of information technology: can commodity IT contribute to competitive performance?,23,6,"Piccoli, Gabriele and Lui, Wai",2013,
0000000166,article,data/pdfs/12_1/vanderHeijdenVerhagenCreemers2003.pdf,10.1057/PALGRAVE.EJIS.3000445,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Understanding online purchase intentions: contributions from technology and trust perspectives,12,1,"Van Der Heijden, Hans and Verhagen, Tibert and Creemers, Marcel",,
