ID,orig_ID,orig_source,number,volume,title,journal,author,grobid-version,doi,file,ENTRYTYPE,year,note
P_0000000100,0000000100,pdf,3,18,What is published in our journals cannot change unless we do,European Journal of Information Systems,"Paul, Ray J",lfoppiano/grobid:0.8.1,10.1057/EJIS.2009.21,data/pdfs/18_3/Paul2009.pdf,article,,
P_0000000101,0000000101,pdf,1,15,"Reflecting on action in language, organisations and information systems",European Journal of Information Systems,"¨r, Pa and ˚gerfalk, J. A and Go, ¨ran and Goldkuhl, Brian and Fitzgerald, Liam and Bannon",lfoppiano/grobid:0.8.1,10.1057/PALGRAVE.EJIS.3000607,data/pdfs/15_1/AgerfalkGoldkuhlFitzgeraldEtAl2006.pdf,article,,
P_0000000102,0000000102,pdf,1,19,Expectations and outcomes in electronic identity management: the role of trust and public value,European Journal of Information Systems,"Seltsikas, Philip and O'keefe, Robert M",lfoppiano/grobid:0.8.1,10.1057/EJIS.2009.51,data/pdfs/19_1/SeltsikasOKeefe2010.pdf,article,2010,
P_0000000103,0000000103,pdf,5,14,From Italy to East London,European Journal of Information Systems,"Cordella, Antonio",lfoppiano/grobid:0.8.1,10.1057/PALGRAVE.EJIS.3000565,data/pdfs/14_5/Cordella2005.pdf,article,,
P_0000000104,0000000104,pdf,4,4,Outsourcing in the private and public sectors: an unpredictable IT strategy,European Journal of Information Systems,"Currie, W. L",lfoppiano/grobid:0.8.1,,data/pdfs/4_4/Currie1996_Outsourcing In The .pdf,article,,
P_0000000105,0000000105,pdf,2,12,Development of a measure for the information technology infrastructure construct,European Journal of Information Systems,"Lewis, Bruce R and Byrd, Terry Anthony and Building, Lowder",lfoppiano/grobid:0.8.1,10.1057/PALGRAVE.EJIS.3000449,data/pdfs/12_2/LewisByrd2003.pdf,article,,
P_0000000106,0000000106,pdf,3,7,Analysing information systems evaluation: another look at an old problem,European Journal of Information Systems,"Smithson, S. and Hirschheim, R.",lfoppiano/grobid:0.8.1,,data/pdfs/7_3/Smithson1998.pdf,article,,
P_0000000107,0000000107,pdf,3,27,From sovereign IT governance to liberal IT governmentality? A Foucauldian analogy,European Journal of Information Systems,"Leclercq-Vandelannoitte, Aurélie and Emmanuel, Bertin",lfoppiano/grobid:0.8.1,10.1080/0960085X.2018.1473932,data/pdfs/27_3/LeclercqVandelannoitteBertin2018.pdf,article,,
P_0000000108,0000000108,pdf,2,1,Information technologies in the transition to the market economy: The case of latecomers,European Journal of Information Systems,"Danchev, A.",lfoppiano/grobid:0.8.1,,data/pdfs/1_2/Danchev.pdf,article,,
P_0000000109,0000000109,pdf,1,1,"Edited by TONY CORNFORD Rational Analysis for a Problematic World: Problem Structuring Methods for Complexity, Uncertainty and Conflict",European Journal of Information Systems,"Rosenhead, Jonathan",lfoppiano/grobid:0.8.1,,data/pdfs/1_1/Rosenhead1991.pdf,article,,Book review
P_0000000110,0000000110,pdf,3,24,Cross-cultural IS research: perspectives from Eastern and Western traditions,European Journal of Information Systems,"Warkentin, Merrill and Charles-Pauvers, Brigitte and Chau, Patrick Y K",lfoppiano/grobid:0.8.1,10.1057/EJIS.2015.7,data/pdfs/24_3/WarkentinCharlesPauversChau2015.pdf,article,,
P_0000000111,0000000111,pdf,4,27,Disaggregation of the IT capital effects on firm performance: Empirical evidence from an IT asset portfolio perspective,European Journal of Information Systems,"Kim, Tae Hun and Wimble, Matt and Sambamurthy, Vallabh",lfoppiano/grobid:0.8.1,10.1057/S41303-017-0062-1,data/pdfs/27_4/KimWimbleSambamurthy2018.pdf,article,,
P_0000000112,0000000112,pdf,3,19,Customers' preference of online store visit strategies: an investigation of demographic variables,European Journal of Information Systems,"Chee, Wei and Phang and Kankanhalli, Atreyi and Ramakrishnan, Karthik and Raman, Krishnamurthy S",lfoppiano/grobid:0.8.1,10.1057/EJIS.2010.32,data/pdfs/19_3/PhangKankanhalliRamakrishnanEtAl2010.pdf,article,,
P_0000000113,0000000113,pdf,3,1,,European Journal of Information Systems,,lfoppiano/grobid:0.8.1,,data/pdfs/1_3/ejis199139a.pdf,article,,Book review
P_0000000114,0000000114,pdf,3,12,Business use of Internet-based information systems: the case of Korea,European Journal of Information Systems,"Lee, Sangjae",lfoppiano/grobid:0.8.1,10.1057/PALGRAVE.EJIS.3000460,data/pdfs/12_3/Lee2003.pdf,article,,
P_0000000115,0000000115,pdf,2,2,Agricultural videotex in Europe: the Greek approach,European Journal of Information Systems,"Assimakopoulos, A. and Tsiligirides, T.",lfoppiano/grobid:0.8.1,,data/pdfs/2_2/Assimakopoulos_Agricultural Vi.pdf,article,,
P_0000000116,0000000116,pdf,2,9,EJIS$$138P,European Journal of Information Systems,,lfoppiano/grobid:0.8.1,,data/pdfs/9_2/OKeefePaul2000.pdf,article,,Book review
P_0000000117,0000000117,pdf,5,1,Could large UK corporations and computing companies use software cost estimating tools? -a survey,European Journal of Information Systems,"Moores, T. T and Edwards, J. S",lfoppiano/grobid:0.8.1,,data/pdfs/1_5/Moores_Could Large Uk Corporat.pdf,article,,
P_0000000118,0000000118,pdf,1,1,,European Journal of Information Systems,,lfoppiano/grobid:0.8.1,,"data/pdfs/1_1/Tary Use Of It, And The Impact.pdf",article,,Book review
P_0000000119,0000000119,pdf,3,27,A critical realist script for creative theorising in information systems,European Journal of Information Systems,"Williams, Clay K and Wynn, Donald E",lfoppiano/grobid:0.8.1,10.1080/0960085X.2018.1435231,data/pdfs/27_3/WilliamsWynnJr2018.pdf,article,,
P_0000000120,0000000120,pdf,5,23,An organizational perspective on m-business: usage factors and value determination †,European Journal of Information Systems,"Ng Picoto, Winnie and Bélanger, France and Palma-Dos-Reis, António and Picoto, Winnie Ng and Ng, Winnie and Al, Picoto",lfoppiano/grobid:0.8.1,10.1057/EJIS.2014.15,data/pdfs/23_5/PicotoBelangerPalmadosReis2014.pdf,article,2014,
P_0000000121,0000000121,pdf,1,12,"Information Systems Outsourcing: Enduring Themes, Emergent Patterns and Future Directions",European Journal of Information Systems,"Hirschheim, R. and Heinzl, A. and Dibbern, J. and Fitzerald, Gury",lfoppiano/grobid:0.8.1,10.1057/PALGRAVE,data/pdfs/12_1/Fitzerald2003.pdf,article,,Book review
P_0000000122,0000000122,pdf,3,24,Cross-national differences in individual knowledge-seeking patterns: a climato-economic contextualization,European Journal of Information Systems,"Chen, Liwei and Po-An Hsieh, J. J and Van De Vliert, Evert and Huang, Xu and Po-, J. J and Hsieh, An",lfoppiano/grobid:0.8.1,10.1057/EJIS.2014.26,data/pdfs/24_3/ChenHsiehVandeVliertEtAl2015.pdf,article,2015,
P_0000000123,0000000123,pdf,4,21,"The effect of colors of e-commerce websites on consumer mood, memorization and buying intention",European Journal of Information Systems,"´ric Pelet, Jean-E and Papadopoulou, Panagiota and Pelet, Jean-E ´ric",lfoppiano/grobid:0.8.1,10.1057/EJIS.2012.17,data/pdfs/21_4/PeletPapadopoulou2012.pdf,article,2012,
P_0000000124,0000000124,pdf,5,17,What design science is not,European Journal of Information Systems,"Baskerville, Richard",lfoppiano/grobid:0.8.1,10.1057/EJIS.2008.45,data/pdfs/17_5/Baskerville2008a.pdf,article,,
P_0000000125,0000000125,pdf,4,20,Information design,European Journal of Information Systems,"Baskerville, Richard",lfoppiano/grobid:0.8.1,10.1057/EJIS.2011.22,data/pdfs/20_4/Baskerville2011a.pdf,article,2011,Contents
P_0000000126,0000000126,pdf,5,28,How long can this party last? What the rise and fall of OR/MS can teach us about the future of business analytics,European Journal of Information Systems,"Otondo, Robert F and Rowe, Frantz and Tallon, Paul",lfoppiano/grobid:0.8.1,10.1080/0960085X.2019.1598609,data/pdfs/28_5/Otondo2019.pdf,article,,
P_0000000127,0000000127,pdf,4,19,Managing as designing: 'opportunity knocks' for the IS field?,European Journal of Information Systems,"Wastell, David",lfoppiano/grobid:0.8.1,10.1057/EJIS.2010.31,data/pdfs/19_4/Wastell2010.pdf,article,2010,
P_0000000128,0000000128,pdf,1,17,Resilience of super users' mental models of enterprise-wide systems,European Journal of Information Systems,"Karuppan, Corinne M and Karuppan, Muthu",lfoppiano/grobid:0.8.1,10.1057/PALGRAVE.EJIS.3000728,data/pdfs/17_1/KaruppanKaruppan2008.pdf,article,,
P_0000000129,0000000129,pdf,5,16,An assessment of package-organisation misalignment: institutional and ontological structures,European Journal of Information Systems,"Siew, Kien and Sia and Soh, Christina and Sia, S. K",lfoppiano/grobid:0.8.1,10.1057/PALGRAVE.EJIS.3000700,data/pdfs/16_5/SiaSoh2007.pdf,article,,
P_0000000130,0000000130,pdf,5,1,Rich picture building in the soft systems methodology,European Journal of Information Systems,"Lewis, P. J",lfoppiano/grobid:0.8.1,,data/pdfs/1_5/Lewis_Rich Picture Building In.pdf,article,,
P_0000000131,0000000131,pdf,3,18,"Factors considered when outsourcing an IS system: an empirical examination of the impacts of organizational size, strategy and the object of a decision",European Journal of Information Systems,"Berg, Bjarne and Stylianou, Antonis C",lfoppiano/grobid:0.8.1,10.1057/EJIS.2009.18,data/pdfs/18_3/BergStylianou2009.pdf,article,,
P_0000000132,0000000132,pdf,2,28,The paradoxical effects of digital artefacts on innovation practices,European Journal of Information Systems,"Ciriello, Raffaele Fabio and Richter, Alexander and Schwabe, Gerhard and Conboy, Kieran and Pentland, Brian",lfoppiano/grobid:0.8.1,10.1080/0960085X.2018.1524418,data/pdfs/28_2/CirielloRichterSchwabe2019.pdf,article,,
P_0000000133,0000000133,pdf,4,5,Evaluating maintenance management information systems,European Journal of Information Systems,"Hipkin, I.",lfoppiano/grobid:0.8.1,,data/pdfs/5_4/Hipkin1996_Evaluating Maintena.pdf,article,,
P_0000000134,0000000134,pdf,5,19,User experience of museum technologies: the phenomenological scales,European Journal of Information Systems,"Pallud, Jessie and Monod, Emmanuel",lfoppiano/grobid:0.8.1,10.1057/EJIS.2010.37,data/pdfs/19_5/PalludMonod2010.pdf,article,2010,
P_0000000135,0000000135,pdf,3,16,An investigation into the factors influencing the adoption of B2B trading exchanges in small businesses,European Journal of Information Systems,"Quaddus, Mohammed and Hofmeyer, Glenn",lfoppiano/grobid:0.8.1,10.1057/PALGRAVE.EJIS.3000671,data/pdfs/16_3/Mohammed2007_An Investigation .pdf,article,,
P_0000000136,0000000136,pdf,5,29,Ideological shifts in open source orchestration: examining the influence of licence choice and organisational participation on open source project outcomes,European Journal of Information Systems,"Medappa, Poonacha K and Srivastava, Shirish C and Maruping, Likoebe and Matook, Sabine",lfoppiano/grobid:0.8.1,10.1080/0960085X.2020.1756003,data/pdfs/29_5/MedappaSrivastava2020.pdf,article,,
P_0000000137,0000000137,pdf,1,10,Handbook on Electronic Commerce,European Journal of Information Systems,"Shaw, M. and Blanning, R. and Strader, T. and Whinston, A.",lfoppiano/grobid:0.8.1,,data/pdfs/10_1/Hollocks2001.pdf,article,,Book review
P_0000000138,0000000138,pdf,2,3,Information requirements determination in the software industry: a case study,European Journal of Information Systems,"Mouakket, S. and Sillince, J. A A and Fretwell-Downing, F. A",lfoppiano/grobid:0.8.1,,data/pdfs/3_2/Mouakket_Information Requireme.pdf,article,,
P_0000000139,0000000139,pdf,5,30,Design principles for learning analytics information systems in higher education,European Journal of Information Systems,"Nguyen, Andy and Tuunanen, Tuure and Gardner, Lesley and Sheridan, Don and Ågerfalk, Pär and Holmstrom, Jonny",lfoppiano/grobid:0.8.1,10.1080/0960085X.2020.1816144,data/pdfs/30_5/NguyenTuunanenGardnerEtAl2021.pdf,article,,
P_0000000140,0000000140,pdf,3,9,Operationalising the implementation puzzle: an argument for eclecticism in research and in practice,European Journal of Information Systems,"Marble, R. P",lfoppiano/grobid:0.8.1,,data/pdfs/9_3/Marble2000.pdf,article,,
P_0000000141,0000000141,pdf,4,14,Understanding misalignment and cascading change of ERP implementation: a stage view of process analysis,European Journal of Information Systems,"Wei, Hsiao-Lan and Wang, Eric T G and Ju, Pei-Hung",lfoppiano/grobid:0.8.1,10.1057/PALGRAVE.EJIS.3000547,data/pdfs/14_4/WeiWangJu2005.pdf,article,,
P_0000000142,0000000142,pdf,2,22,E-government adoption in public administration organizations: integrating institutional theory perspective and resource-based view,European Journal of Information Systems,"Zheng, Daqing and Chen, Jin and Huang, Lihua and Zhang, Cheng",lfoppiano/grobid:0.8.1,10.1057/EJIS.2012.28,data/pdfs/22_2/ZhengChenHuangEtAl2013.pdf,article,2012,
P_0000000143,0000000143,pdf,4,21,Conversation as a source of satisfaction and continuance in a question-and-answer site,European Journal of Information Systems,"Raban, Daphne and Ruth",lfoppiano/grobid:0.8.1,10.1057/EJIS.2011.42,data/pdfs/21_4/Ruth2012.pdf,article,2011,
P_0000000144,0000000144,pdf,3,26,"Digital natives and immigrant editors, and special issues",European Journal of Information Systems,"Te'eni, Dov",lfoppiano/grobid:0.8.1,,data/pdfs/26_3/Teeni2017.pdf,article,,
P_0000000145,0000000145,pdf,3,15,Switching behavior of mobile users: do users' relational investments and demographics matter?,European Journal of Information Systems,"Ranganathan, C. and Seo, Dongback and Babad, Yair",lfoppiano/grobid:0.8.1,10.1057/PALGRAVE.EJIS.3000616,data/pdfs/15_3/RanganathanSeoBabad2006.pdf,article,,
P_0000000146,0000000146,pdf,4,11,Re-conceptualising failure: social shaping meets IS research,European Journal of Information Systems,"Wilson, M. and Howcroft, D.",lfoppiano/grobid:0.8.1,10.1057/PALGRAVE.EJIS.3000437,data/pdfs/11_4/WilsonHowcroft2002.pdf,article,,
P_0000000147,0000000147,pdf,6,26,Taking stock of organisations' protection of privacy: categorising and assessing threats to personally identifiable information in the USA,European Journal of Information Systems,"Posey, Clay and Raja, Uzma and Crossler, Robert E and Burns, A. J and Lowry, Paul Benjamin and Dinev, Tamara and Willison, Robert",lfoppiano/grobid:0.8.1,10.1057/S41303-017-0065-Y,data/pdfs/26_6/PoseyRajaCrosslerEtAl2017.pdf,article,2017,
P_0000000148,0000000148,pdf,1,7,Self assessment as a means of measuring strategic and operational benefits from EDI: the development of a conceptual framework,European Journal of Information Systems,"Fearon, C. and Philip, G.",lfoppiano/grobid:0.8.1,,data/pdfs/7_1/3000287a.pdf,article,,
P_0000000149,0000000149,pdf,3,11,Requirements engineering-exploring the influence of power and Thai values,European Journal of Information Systems,"Thanasankit, T.",lfoppiano/grobid:0.8.1,10.1057/PALGRAVE/EJIS/3000423,data/pdfs/11_3/Thanasankit2002_Requirements E.pdf,article,,
P_0000000150,0000000150,pdf,5,26,Balancing exploration and exploitation of IT resources: the influence of Digital Business Intensity on perceived organizational performance,European Journal of Information Systems,"Nwankpa, Joseph K and Datta, Pratim and Kieran Conboy",lfoppiano/grobid:0.8.1,10.1057/S41303-017-0049-Y,data/pdfs/26_5/NwankpaDatta2017.pdf,article,2017,
P_0000000151,0000000151,pdf,1,16,Analyzing IS research productivity: an inclusive approach to global IS scholarship,European Journal of Information Systems,"Gallivan, Michael J and Benbunan-Fich, Raquel and Department, Cis",lfoppiano/grobid:0.8.1,10.1057/PALGRAVE.EJIS.3000667,data/pdfs/16_1/GallivanBenbunanFich2007.pdf,article,,
P_0000000152,0000000152,pdf,5,17,Essence: facilitating software innovation,European Journal of Information Systems,"Aaen, Ivan",lfoppiano/grobid:0.8.1,10.1057/EJIS.2008.43,data/pdfs/17_5/Aaen2008.pdf,article,,
P_0000000153,0000000153,pdf,1,18,An institutional analysis on the dynamics of the interaction between standardizing and scaling processes: a case study from Ethiopia,European Journal of Information Systems,"Mekonnen, Selamawit Molla and Sahay, Sundeep",lfoppiano/grobid:0.8.1,10.1057/EJIS.2008.59,data/pdfs/18_1/MekonnenSahay2009.pdf,article,,Correction
P_0000000154,0000000154,pdf,1,25,Twenty years of the European information systems academy at ECIS: emergent trends and research topics,European Journal of Information Systems,"Stein, Mari-Klara and Galliers, Robert D and Whitley, Edgar A",lfoppiano/grobid:0.8.1,10.1057/EJIS.2014.25,data/pdfs/25_1/SteinGalliersWhitley2016.pdf,article,2014,
P_0000000155,0000000155,pdf,4,14,Information systems research in the Asia Pacific region,European Journal of Information Systems,"Chau, Patrick Y K and Huang, Lihua and Liang, Ting-Peng",lfoppiano/grobid:0.8.1,10.1057/PALGRAVE.EJIS.3000548,data/pdfs/14_4/ChauHuangLiang2005.pdf,article,,
P_0000000156,0000000156,pdf,6,26,An empirical study on the susceptibility to social engineering in social networking sites: the case of Facebook,European Journal of Information Systems,"Algarni, Abdullah and Xu, Yue and Chan, Taizan and Lowry, Paul Benjamin and Dinev, Tamara and Willison, Robert",lfoppiano/grobid:0.8.1,10.1057/S41303-017-0057-Y,data/pdfs/26_6/AlgarniXuChan2017.pdf,article,2017,
