ID,ENTRYTYPE,doi,author,journal,title,year,volume,number,pages,url,abstract,language,dblp_key
000102,article,10.17705/1JAIS.00657,"Siering, Michael and Muntermann, Jan and Grčar, Miha",Journal of the Association for Information Systems,Design Principles for Robust Fraud Detection: The Case of Stock Market Manipulations,2021,22,1,156--178,https://aisel.aisnet.org/jais/vol22/iss1/4,,,
000103,article,10.17705/1JAIS.00451,"Bernardi, Roberta and Constantinides, Panos and Nandhakumar, Joe",Journal of the Association for Information Systems,Challenging Dominant Frames in Policies for IS Innovation in Healthcare through Rhetorical Strategies,2017,18,2,81--112,https://aisel.aisnet.org/jais/vol18/iss2/3,,,
000104,article,10.17705/1JAIS.00462,"Kulkarni, Uday and Robles-Flores, Jose and Popovič, Aleš",Journal of the Association for Information Systems,Business Intelligence Capability: The Effect of Top Management and the Mediating Roles of User Participation and Analytical Decision Making Orientation,2017,18,7,516--541,https://aisel.aisnet.org/jais/vol18/iss7/1,,,
000105,article,10.17705/1JAIS.00650,"Siponen, Mikko and Tsohou, Aggeliki",Journal of the Association for Information Systems,Demystifying the Influential IS Legends of Positivism: Response to Lee’s Commentary,2020,21,,1653--1659,https://aisel.aisnet.org/jais/vol21/iss6/1,,,
000106,article,10.17705/1JAIS.00605,"Hornyak, Rob and Rai, Arun and John Qi Dong, John Qi",Journal of the Association for Information Systems,"""Incumbent System Context and Job Outcomes of Effective Enterprise System Use """,2020,,,364--387,https://aisel.aisnet.org/jais/vol21/iss2/5,,,
000107,article,10.17705/1JAIS.00576,"He, Yumei and Guo, Xunhua and Chen, Guoqing",Journal of the Association for Information Systems,"""Assortment Size and Performance of Online Sellers: An Inverted U-Shaped Relationship""",2019,,,1503--1530,https://aisel.aisnet.org/jais/vol20/iss10/2,,,
000108,article,10.17705/1JAIS.00577,"Leong, Carmen and Pan, Shan L and Leidner, Dorothy E. and Huang, Jin-Song",Journal of the Association for Information Systems,"""Platform Leadership: Managing Boundaries for the Network Growth of Digital Platforms""",2019,,,1531--1565,https://aisel.aisnet.org/jais/vol20/iss10/1,,,
000109,article,10.17705/1JAIS.00166,"Shen, Wengi and Altinkemer, Kemal",Journal of the Association for Information Systems,A Multigeneration Diffusion Model for IT-Intensive Game Consoles,2008,9,8,442--461,https://aisel.aisnet.org/jais/vol9/iss8/20,,,
000110,article,10.17705/1JAIS.00287,"Wu, Philip",Journal of the Association for Information Systems,A Mixed Methods Approach to Technology Acceptance Research,2012,13,3,172--187,https://aisel.aisnet.org/jais/vol13/iss3/1,,,
000111,article,10.17705/1JAIS.00195,"Pipek, Volkmar and Wulf, Volker",Journal of the Association for Information Systems,Infrastructuring: Toward an Integrated Perspective on the Design and Use of Information Technology,2009,10,5,447--473,https://aisel.aisnet.org/jais/vol10/iss5/1,,,
000112,article,10.17705/1JAIS.00422,"Dawson, Greg and Watson, Richard and Boudreau, Marie-Claude and Pitt, Leyland",Journal of the Association for Information Systems,A Knowledge-centric Examination of Signaling and Screening Activities in the Negotiation for Information Systems Consulting Services,2016,17,2,77--106,https://aisel.aisnet.org/jais/vol17/iss2/2,,,
000113,article,10.17705/1JAIS.00081,"Clarke, Roger",Journal of the Association for Information Systems,Plagiarism by Academics: More Complex Than It Seems,2006,7,2,91--121,https://aisel.aisnet.org/jais/vol7/iss2/5,,,
000114,article,10.17705/1JAIS.00518,"Beck, Roman and Müller-Bloch, Christoph and King, John Leslie",Journal of the Association for Information Systems,Governance in the Blockchain Economy: A Framework and Research Agenda,2018,,,1020--1034,https://aisel.aisnet.org/jais/vol19/iss10/1,,,
000115,article,10.17705/1JAIS.00025,"Tingling, Peter and Parent, Michael",Journal of the Association for Information Systems,Mimetic Isomorphism and Technology Evaluation: Does Imitation Transcend Judgment?,2002,3,1,113--143,https://aisel.aisnet.org/jais/vol3/iss1/5,,,
000116,article,10.17705/1JAIS.00043,"DeSanctis, Gerardine",Journal of the Association for Information Systems,The Social Life of Information Systems Research: A Response to Benbasat and Zmud's Call for Returning to the IT Artifact,2003,4,1,360--376,https://aisel.aisnet.org/jais/vol4/iss1/16,,,
000117,article,10.17705/1JAIS.00542,"Morana, Stefan and Kroenung, Julia and Maedche, Alexander and Schacht, Silvia",Journal of the Association for Information Systems,Designing Process Guidance Systems,2019,,,499--535,https://aisel.aisnet.org/jais/vol20/iss5/6,,,
000118,article,10.17705/1JAIS.00324,"Sun, Yonggiang and Lim, Kai and Peng, Jerry",Journal of the Association for Information Systems,Solving the Distinctiveness – Blindness Debate: A Unified Model for Understanding Banner Processing,2013,14,2,49--71,https://aisel.aisnet.org/jais/vol14/iss2/2,,,
000119,article,10.17705/1JAIS.00452,"Lee, Younghwa and Chen, Andrew and Hess, Traci",Journal of the Association for Information Systems,The Online Waiting Experience: Using Temporal Information and Distractors to Make Online Waits Feel Shorter,2017,18,3,231--263,https://aisel.aisnet.org/jais/vol18/iss3/1,,,
000120,article,10.17705/1JAIS.00303,"Choi, Byounggu and Lee, Jae-Nam",Journal of the Association for Information Systems,Complementarities and Substitutabilities Among Knowledge Sourcing Strategies and Their Impact on Firm Performance,2012,13,7,498--545,https://aisel.aisnet.org/jais/vol13/iss7/3,,,
000121,article,10.17705/1JAIS.00413,"Chiu, Chao-Min and Fang, Yu-Hui and Wang, Eric",Journal of the Association for Information Systems,Building Community Citizenship Behaviors: The Relative Role of Attachment and Satisfaction,2015,16,11,947--979,https://aisel.aisnet.org/jais/vol16/iss11/1,,,
000122,article,10.17705/1JAIS.00516,"Jarvenpaa, Sirkka and Standaert, Willem",Journal of the Association for Information Systems,Digital Probes as Opening Possibilities of Generativity,2018,,,982--1000,https://aisel.aisnet.org/jais/vol19/iss10/3,,,
000123,article,10.17705/1JAIS.00450,"Xu, David and Abdinnour, Sue and Chaparro, Barbara",Journal of the Association for Information Systems,An Integrated Temporal Model of Belief and Attitude Change: An Empirical Test With the iPad,2017,18,2,113--140,https://aisel.aisnet.org/jais/vol18/iss2/2,,,
000124,article,10.17705/1JAIS.00365,"Sandberg, Johan and Mathiassen, Lars and Napier, Nannette",Journal of the Association for Information Systems,Digital Options Theory for IT Capability Investment,2014,15,7,422--453,https://aisel.aisnet.org/jais/vol15/iss7/1,,,
000125,article,10.17705/1JAIS.00378,"Eseryel, U. Yeliz",Journal of the Association for Information Systems,IT-Enabled Knowledge Creation for Open Innovation,2014,15,11,805--834,https://aisel.aisnet.org/jais/vol15/iss11/1,,,
000126,article,10.17705/1JAIS.00221,"Putzke, Johannes and Fischbach, Kai and Schoder, Detlef and Gloor, Peter",Journal of the Association for Information Systems,The Evolution of Interaction Networks in Massively Multiplayer Online Games,2010,11,2,69--94,https://aisel.aisnet.org/jais/vol11/iss2/2,,,
000127,article,10.17705/1JAIS.00609,"Clarke, Roger and Davison, Robert M.",Journal of the Association for Information Systems,"""Research Perspectives: Through Whose Eyes? The Critical Concept of Researcher Perspective """,2020,,,483--504,https://aisel.aisnet.org/jais/vol21/iss2/1,,,
000128,article,10.17705/1JAIS.00213,"Martinsons, Maris and Ma, David",Journal of the Association for Information Systems,Sub-Cultural Differences in Information Ethics across China: Focus On Chinese Management Generation Gaps,2009,10,11,816--833,https://aisel.aisnet.org/jais/vol10/iss11/2,,,
000129,article,10.17705/1JAIS.00360,"Ribes, David and Polk, Jessica",Journal of the Association for Information Systems,Flexibility Relative to What? Change to Research Infrastructure,2014,15,5,287--305,https://aisel.aisnet.org/jais/vol15/iss5/1,,,
000130,article,10.17705/1JAIS.00417,"Cuellar, Michael and Takeda, Hirotoshi and Vidgen, Richard and Truex, Duane",Journal of the Association for Information Systems,"Rejoinder to the Response to ""The Scholarly Capital Model""",2016,17,1,34--38,https://aisel.aisnet.org/jais/vol17/iss1/1,,,
000131,article,10.17705/1JAIS.00376,"Léger, Pierre-Majorique and Sénecal, Sylvain and Courtemanche, François and Guinea, Ana and Titah, Ryad and Fredette, Marc and Labonte-LeMoyne, Élise",Journal of the Association for Information Systems,Precision is in the Eye of the Beholder: Application of Eye Fixation-Related Potentials to Information Systems Research,2014,15,10,651--678,https://aisel.aisnet.org/jais/vol15/iss10/3,,,
000132,article,10.17705/1JAIS.00613,"Wulf, Jochen and Winkler, Till",Journal of the Association for Information Systems,Evolutional and Transformational Configuration Strategies: A Rasch Analysis of IT Providers’ Service Management Capability,2020,21,3,574--606,https://aisel.aisnet.org/jais/vol21/iss3/7,,,
000133,article,10.17705/1JAIS.00645,"Zhang, Xiong and Yue, Wei",Journal of the Association for Information Systems,Integration of On-Premises and Cloud-Based Software: The Product Bundling Perspective,2020,21,,1507--1551,https://aisel.aisnet.org/jais/vol21/iss6/6,,,
000134,article,10.17705/1JAIS.00013,"Shu, Wesley",Journal of the Association for Information Systems,Will the New Economy Emerge as Information Technology Pays Off?,2001,2,1,1--32,https://aisel.aisnet.org/jais/vol2/iss1/1,,,
000135,article,10.17705/1JAIS.00256,"Feldman, Sue and Horan, Thomas",Journal of the Association for Information Systems,The Dynamics of Information Collaboration: A Case Study of Blended IT Value Propositions for Health Information Exchange in Disability Determination,2011,12,2,189--207,https://aisel.aisnet.org/jais/vol12/iss2/1,,,
000136,article,10.17705/1JAIS.00472,"Molnar, Wolfgang and Nandhakumar, Joe and Stacey, Patrick",Journal of the Association for Information Systems,A Paradox of Progressive Saturation: The Changing Nature of Improvisation over Time in a Systems Development Project,2017,18,11,814--836,https://aisel.aisnet.org/jais/vol18/iss11/1,,,
000137,article,10.17705/1JAIS.00382,"Gregor, Shirley and Klein, Gary",Journal of the Association for Information Systems,Eight Obstacles to Overcome in the Theory Testing Genre,2014,15,11,I--XIX,https://aisel.aisnet.org/jais/vol15/iss11/5,,,
000138,article,10.17705/1JAIS.00628,"Bhadauria, Vikram and Mahapatra, RadhaKanta and Nerur, Sridhar",Journal of the Association for Information Systems,Performance Outcomes of Test-Driven Development: An Experimental Investigation,2020,21,,1045--1071,https://aisel.aisnet.org/jais/vol21/iss4/2,,,
000139,article,10.17705/1JAIS.00436,"Brown, Sue and Fuller, Robert and Thatcher, Sherry",Journal of the Association for Information Systems,Impression Formation and Durability in Mediated Communication,2016,17,9,614--647,https://aisel.aisnet.org/jais/vol17/iss9/1,,,
000140,article,10.17705/1JAIS.00358,"Silsand, Line and Ellingsen, Gunnar",Journal of the Association for Information Systems,Generification by Translation: Designing Generic Systems in Context of the Local,2014,15,4,177--196,https://aisel.aisnet.org/jais/vol15/iss4/3,,,
000141,article,10.17705/1JAIS.00637,"Li, Xixi and Rai, Arun and Krishnan, Ganapathy",Journal of the Association for Information Systems,Designing Cost-Effective Telemedicine Camps for Underprivileged Individuals in Less Developed Countries: A Decomposed Affordance-Effectivity Framework,2020,21,5,1279--1312,https://aisel.aisnet.org/jais/vol21/iss5/3,,,
000142,article,10.17705/1JAIS.00309,"Schmeil, Andreas and Eppler, Martin and Freitas, Sara",Journal of the Association for Information Systems,A Structured Approach for Designing Collaboration Experiences for Virtual Worlds,2012,13,10,836--860,https://aisel.aisnet.org/jais/vol13/iss10/2,,,
000143,article,10.17705/1JAIS.00649,"Gregor, Shirley and Kruse, Leona and Seidel, Stefan",Journal of the Association for Information Systems,Research Perspectives: The Anatomy of a Design Principle,2020,21,,1622--1652,https://aisel.aisnet.org/jais/vol21/iss6/2,,,
000144,article,10.17705/1JAIS.00582,"Winter, Susan J. and Saunders, Carol",Journal of the Association for Information Systems,The Personal in the Policy Cascade,2019,,,1692--1699,https://aisel.aisnet.org/jais/vol20/iss11/1,,,
000145,article,10.17705/1JAIS.00524,"Willison, Robert and Lowry, Paul Benjamin and Paternoster, Raymond",Journal of the Association for Information Systems,A Tale of Two Deterrents: Considering the Role of Absolute and Restrictive Deterrence to Inspire New Directions in Behavioral and Organizational Security Research,2018,,,1187--1216,https://aisel.aisnet.org/jais/vol19/iss12/3,,,
000146,article,10.17705/1JAIS.00052,"Sahay, Sundeep",Journal of the Association for Information Systems,Beyond Utopian and Nostalgic Views of Information Technology and Education: Implications for Research and Practice,2004,5,7,282--313,https://aisel.aisnet.org/jais/vol5/iss7/9,,,
000147,article,10.17705/1JAIS.00359,"Monteiro, Eric and Pollock, Neil and Williams, Robin",Journal of the Association for Information Systems,Innovation in Information Infrastructures: Introduction to the Special Issue,2014,15,4,I--X,https://aisel.aisnet.org/jais/vol15/iss4/4,,,
000148,article,10.17705/1JAIS.00065,"Benbasat, Izak and Wang, Weiquan",Journal of the Association for Information Systems,Trust In and Adoption of Online Recommendation Agents,2005,6,3,72--101,https://aisel.aisnet.org/jais/vol6/iss3/4,,,
000149,article,10.17705/1JAIS.00559,"Thiesse, Frédéric and Fleisch, Elgar",Journal of the Association for Information Systems,"""The Impact of Goal-Congruent Feature Additions on Core IS Feature Use: When More Is Less and Less Is More""",2019,,,953--985,https://aisel.aisnet.org/jais/vol20/iss7/13,,,
000150,article,10.17705/1JAIS.00182,"Wang, Ping",Journal of the Association for Information Systems,Popular Concepts beyond Organizations: Exploring New Dimensions of Information Technology Innovations,2009,10,1,1--30,https://aisel.aisnet.org/jais/vol10/iss1/2,,,
000151,article,10.17705/1JAIS.00325,"Wu, Jiming and Lu, Xinjian",Journal of the Association for Information Systems,"Effects of Extrinsic and Intrinsic Motivators on Using Utilitarian, Hedonic, and Dual-Purposed Information Systems: A Meta-Analysis",2013,14,3,153--191,https://aisel.aisnet.org/jais/vol14/iss3/1,,,
000152,article,10.17705/1JAIS.00279,"Xu, Jingjun and Benbasat, Izak and Cenfetelli, Ron",Journal of the Association for Information Systems,The Effects of Service and Consumer Product Knowledge on Online Customer Loyalty,2011,12,11,741--766,https://aisel.aisnet.org/jais/vol12/iss11/1,,,
000153,article,10.17705/1JAIS.00251,"Ke, Weiling and Zhang, Ping",Journal of the Association for Information Systems,The Effects of Extrinsic Motivations and Satisfaction in Open Source Software Development,2010,11,12,784--808,https://aisel.aisnet.org/jais/vol11/iss12/5,,,
000154,article,10.17705/1JAIS.00431,"Sun, Heshan and Fang, Yulin and Zou, Haiyun",Journal of the Association for Information Systems,Choosing a Fit Technology: Understanding Mindfulness in Technology Adoption and Continuance,2016,17,6,377--412,https://aisel.aisnet.org/jais/vol17/iss6/2,,,
