ID,orig_ID,orig_source,url,pages,number,volume,year,title,journal,author,doi,ENTRYTYPE,language,abstract,dblp_key,grobid-version,file,note
C_000094,000094,crossref,https://aisel.aisnet.org/jais/vol17/iss9/3,563--589,9,17,2016,"Business Process and Information Technology Alignment: Construct Conceptualization, Empirical Illustration, and Directions for Future Research",Journal of the Association for Information Systems,"Tallon, Paul and Queiroz, Magno and Coltman, Tim and Sharma, Rajeev",10.17705/1JAIS.00438,article,,,,,,
C_000095,000095,crossref,https://aisel.aisnet.org/jais/vol5/iss10/13,392--420,10,5,2004,A Comparison of Online Trust Building Factors between Potential Customers and Repeat Customers,Journal of the Association for Information Systems,"Kim, Hee-Woong and Xu, Yunjie and Koh, Joon",10.17705/1JAIS.00056,article,,,,,,
C_000096,000096,crossref,https://aisel.aisnet.org/jais/vol21/iss1/2,238--245,,,2020,What's in a Contribution?,Journal of the Association for Information Systems,"Leidner, Dorothy E.",10.17705/1JAIS.00598,article,,,,,,
C_000097,000097,crossref,https://aisel.aisnet.org/jais/vol13/iss6/2,424--465,6,13,2012,An Explanatory Framework for Achieving Business Benefits from ERP Systems,Journal of the Association for Information Systems,"Staehr, Lorraine and Shanks, Graeme and Seddon, Peter",10.17705/1JAIS.00299,article,,,,,,
C_000098,000098,crossref,https://aisel.aisnet.org/jais/vol8/iss4/12,244--254,4,8,2007,The Legacy of the Technology Acceptance Model and a Proposal for a Paradigm Shift.,Journal of the Association for Information Systems,"Bagozzi, Richard",10.17705/1JAIS.00122,article,,,,,,
C_000099,000099,crossref,https://aisel.aisnet.org/jais/vol16/iss6/3,418--447,6,16,2015,Sustainability of a Virtual Community: Integrating Individual and Structural Dynamics,Journal of the Association for Information Systems,"Bock, Gee-Woo and Ahuja, Manju and Suh, Ayoung and Yap, Lee",10.17705/1JAIS.00400,article,,,,,,
C_000100,000100,crossref,https://aisel.aisnet.org/jais/vol17/iss12/2,759--803,12,17,2016,Understanding the Role of IS and Application Domain Knowledge on Conceptual Schema Problem Solving: A Verbal Protocol Study,Journal of the Association for Information Systems,"Khatri, Vijay and Vessey, Iris",10.17705/1JAIS.00445,article,,,,,,
C_000101,000101,crossref,https://aisel.aisnet.org/jais/vol21/iss1/3,201--237,,,2020,The Role of Basic Human Values in Knowledge Sharing: How Values Shape the Postadoptive Use of Electronic Knowledge Repositories,Journal of the Association for Information Systems,"Tams, Stefan and Dulipovici, Alina and Thatcher"", "" Jason Bennett and Craig, Kevin and Srite, Mark",10.17705/1JAIS.00597,article,,,,,,
C_000102,000102,crossref,https://aisel.aisnet.org/jais/vol22/iss1/4,156--178,1,22,2021,Design Principles for Robust Fraud Detection: The Case of Stock Market Manipulations,Journal of the Association for Information Systems,"Siering, Michael and Muntermann, Jan and Grčar, Miha",10.17705/1JAIS.00657,article,,,,,,
C_000103,000103,crossref,https://aisel.aisnet.org/jais/vol18/iss2/3,81--112,2,18,2017,Challenging Dominant Frames in Policies for IS Innovation in Healthcare through Rhetorical Strategies,Journal of the Association for Information Systems,"Bernardi, Roberta and Constantinides, Panos and Nandhakumar, Joe",10.17705/1JAIS.00451,article,,,,,,
C_000104,000104,crossref,https://aisel.aisnet.org/jais/vol18/iss7/1,516--541,7,18,2017,Business Intelligence Capability: The Effect of Top Management and the Mediating Roles of User Participation and Analytical Decision Making Orientation,Journal of the Association for Information Systems,"Kulkarni, Uday and Robles-Flores, Jose and Popovič, Aleš",10.17705/1JAIS.00462,article,,,,,,
C_000105,000105,crossref,https://aisel.aisnet.org/jais/vol21/iss6/1,1653--1659,,21,2020,Demystifying the Influential IS Legends of Positivism: Response to Lee’s Commentary,Journal of the Association for Information Systems,"Siponen, Mikko and Tsohou, Aggeliki",10.17705/1JAIS.00650,article,,,,,,
C_000106,000106,crossref,https://aisel.aisnet.org/jais/vol21/iss2/5,364--387,,,2020,"""Incumbent System Context and Job Outcomes of Effective Enterprise System Use """,Journal of the Association for Information Systems,"Hornyak, Rob and Rai, Arun and John Qi Dong, John Qi",10.17705/1JAIS.00605,article,,,,,,
C_000107,000107,crossref,https://aisel.aisnet.org/jais/vol20/iss10/2,1503--1530,,,2019,"""Assortment Size and Performance of Online Sellers: An Inverted U-Shaped Relationship""",Journal of the Association for Information Systems,"He, Yumei and Guo, Xunhua and Chen, Guoqing",10.17705/1JAIS.00576,article,,,,,,
C_000108,000108,crossref,https://aisel.aisnet.org/jais/vol20/iss10/1,1531--1565,,,2019,"""Platform Leadership: Managing Boundaries for the Network Growth of Digital Platforms""",Journal of the Association for Information Systems,"Leong, Carmen and Pan, Shan L and Leidner, Dorothy E. and Huang, Jin-Song",10.17705/1JAIS.00577,article,,,,,,
C_000109,000109,crossref,https://aisel.aisnet.org/jais/vol9/iss8/20,442--461,8,9,2008,A Multigeneration Diffusion Model for IT-Intensive Game Consoles,Journal of the Association for Information Systems,"Shen, Wengi and Altinkemer, Kemal",10.17705/1JAIS.00166,article,,,,,,
C_000110,000110,crossref,https://aisel.aisnet.org/jais/vol13/iss3/1,172--187,3,13,2012,A Mixed Methods Approach to Technology Acceptance Research,Journal of the Association for Information Systems,"Wu, Philip",10.17705/1JAIS.00287,article,,,,,,
C_000111,000111,crossref,https://aisel.aisnet.org/jais/vol10/iss5/1,447--473,5,10,2009,Infrastructuring: Toward an Integrated Perspective on the Design and Use of Information Technology,Journal of the Association for Information Systems,"Pipek, Volkmar and Wulf, Volker",10.17705/1JAIS.00195,article,,,,,,
C_000112,000112,crossref,https://aisel.aisnet.org/jais/vol17/iss2/2,77--106,2,17,2016,A Knowledge-centric Examination of Signaling and Screening Activities in the Negotiation for Information Systems Consulting Services,Journal of the Association for Information Systems,"Dawson, Greg and Watson, Richard and Boudreau, Marie-Claude and Pitt, Leyland",10.17705/1JAIS.00422,article,,,,,,
C_000113,000113,crossref,https://aisel.aisnet.org/jais/vol7/iss2/5,91--121,2,7,2006,Plagiarism by Academics: More Complex Than It Seems,Journal of the Association for Information Systems,"Clarke, Roger",10.17705/1JAIS.00081,article,,,,,,
C_000114,000114,crossref,https://aisel.aisnet.org/jais/vol19/iss10/1,1020--1034,,,2018,Governance in the Blockchain Economy: A Framework and Research Agenda,Journal of the Association for Information Systems,"Beck, Roman and Müller-Bloch, Christoph and King, John Leslie",10.17705/1JAIS.00518,article,,,,,,
C_000115,000115,crossref,https://aisel.aisnet.org/jais/vol3/iss1/5,113--143,1,3,2002,Mimetic Isomorphism and Technology Evaluation: Does Imitation Transcend Judgment?,Journal of the Association for Information Systems,"Tingling, Peter and Parent, Michael",10.17705/1JAIS.00025,article,,,,,,
C_000116,000116,crossref,https://aisel.aisnet.org/jais/vol4/iss1/16,360--376,1,4,2003,The Social Life of Information Systems Research: A Response to Benbasat and Zmud's Call for Returning to the IT Artifact,Journal of the Association for Information Systems,"DeSanctis, Gerardine",10.17705/1JAIS.00043,article,,,,,,
C_000117,000117,crossref,https://aisel.aisnet.org/jais/vol20/iss5/6,499--535,,,2019,Designing Process Guidance Systems,Journal of the Association for Information Systems,"Morana, Stefan and Kroenung, Julia and Maedche, Alexander and Schacht, Silvia",10.17705/1JAIS.00542,article,,,,,,
C_000118,000118,crossref,https://aisel.aisnet.org/jais/vol14/iss2/2,49--71,2,14,2013,Solving the Distinctiveness – Blindness Debate: A Unified Model for Understanding Banner Processing,Journal of the Association for Information Systems,"Sun, Yonggiang and Lim, Kai and Peng, Jerry",10.17705/1JAIS.00324,article,,,,,,
C_000119,000119,crossref,https://aisel.aisnet.org/jais/vol18/iss3/1,231--263,3,18,2017,The Online Waiting Experience: Using Temporal Information and Distractors to Make Online Waits Feel Shorter,Journal of the Association for Information Systems,"Lee, Younghwa and Chen, Andrew and Hess, Traci",10.17705/1JAIS.00452,article,,,,,,
C_000120,000120,crossref,https://aisel.aisnet.org/jais/vol13/iss7/3,498--545,7,13,2012,Complementarities and Substitutabilities Among Knowledge Sourcing Strategies and Their Impact on Firm Performance,Journal of the Association for Information Systems,"Choi, Byounggu and Lee, Jae-Nam",10.17705/1JAIS.00303,article,,,,,,
C_000121,000121,crossref,https://aisel.aisnet.org/jais/vol16/iss11/1,947--979,11,16,2015,Building Community Citizenship Behaviors: The Relative Role of Attachment and Satisfaction,Journal of the Association for Information Systems,"Chiu, Chao-Min and Fang, Yu-Hui and Wang, Eric",10.17705/1JAIS.00413,article,,,,,,
C_000122,000122,crossref,https://aisel.aisnet.org/jais/vol19/iss10/3,982--1000,,,2018,Digital Probes as Opening Possibilities of Generativity,Journal of the Association for Information Systems,"Jarvenpaa, Sirkka and Standaert, Willem",10.17705/1JAIS.00516,article,,,,,,
C_000123,000123,crossref,https://aisel.aisnet.org/jais/vol18/iss2/2,113--140,2,18,2017,An Integrated Temporal Model of Belief and Attitude Change: An Empirical Test With the iPad,Journal of the Association for Information Systems,"Xu, David and Abdinnour, Sue and Chaparro, Barbara",10.17705/1JAIS.00450,article,,,,,,
C_000124,000124,crossref,https://aisel.aisnet.org/jais/vol15/iss7/1,422--453,7,15,2014,Digital Options Theory for IT Capability Investment,Journal of the Association for Information Systems,"Sandberg, Johan and Mathiassen, Lars and Napier, Nannette",10.17705/1JAIS.00365,article,,,,,,
C_000125,000125,crossref,https://aisel.aisnet.org/jais/vol15/iss11/1,805--834,11,15,2014,IT-Enabled Knowledge Creation for Open Innovation,Journal of the Association for Information Systems,"Eseryel, U. Yeliz",10.17705/1JAIS.00378,article,,,,,,
C_000126,000126,crossref,https://aisel.aisnet.org/jais/vol11/iss2/2,69--94,2,11,2010,The Evolution of Interaction Networks in Massively Multiplayer Online Games,Journal of the Association for Information Systems,"Putzke, Johannes and Fischbach, Kai and Schoder, Detlef and Gloor, Peter",10.17705/1JAIS.00221,article,,,,,,
C_000127,000127,crossref,https://aisel.aisnet.org/jais/vol21/iss2/1,483--504,,,2020,"""Research Perspectives: Through Whose Eyes? The Critical Concept of Researcher Perspective """,Journal of the Association for Information Systems,"Clarke, Roger and Davison, Robert M.",10.17705/1JAIS.00609,article,,,,,,
C_000128,000128,crossref,https://aisel.aisnet.org/jais/vol10/iss11/2,816--833,11,10,2009,Sub-Cultural Differences in Information Ethics across China: Focus On Chinese Management Generation Gaps,Journal of the Association for Information Systems,"Martinsons, Maris and Ma, David",10.17705/1JAIS.00213,article,,,,,,
C_000129,000129,crossref,https://aisel.aisnet.org/jais/vol15/iss5/1,287--305,5,15,2014,Flexibility Relative to What? Change to Research Infrastructure,Journal of the Association for Information Systems,"Ribes, David and Polk, Jessica",10.17705/1JAIS.00360,article,,,,,,
C_000130,000130,crossref,https://aisel.aisnet.org/jais/vol17/iss1/1,34--38,1,17,2016,"Rejoinder to the Response to ""The Scholarly Capital Model""",Journal of the Association for Information Systems,"Cuellar, Michael and Takeda, Hirotoshi and Vidgen, Richard and Truex, Duane",10.17705/1JAIS.00417,article,,,,,,
C_000131,000131,crossref,https://aisel.aisnet.org/jais/vol15/iss10/3,651--678,10,15,2014,Precision is in the Eye of the Beholder: Application of Eye Fixation-Related Potentials to Information Systems Research,Journal of the Association for Information Systems,"Léger, Pierre-Majorique and Sénecal, Sylvain and Courtemanche, François and Guinea, Ana and Titah, Ryad and Fredette, Marc and Labonte-LeMoyne, Élise",10.17705/1JAIS.00376,article,,,,,,
C_000132,000132,crossref,https://aisel.aisnet.org/jais/vol21/iss3/7,574--606,3,21,2020,Evolutional and Transformational Configuration Strategies: A Rasch Analysis of IT Providers’ Service Management Capability,Journal of the Association for Information Systems,"Wulf, Jochen and Winkler, Till",10.17705/1JAIS.00613,article,,,,,,
C_000133,000133,crossref,https://aisel.aisnet.org/jais/vol21/iss6/6,1507--1551,,21,2020,Integration of On-Premises and Cloud-Based Software: The Product Bundling Perspective,Journal of the Association for Information Systems,"Zhang, Xiong and Yue, Wei",10.17705/1JAIS.00645,article,,,,,,
C_000134,000134,crossref,https://aisel.aisnet.org/jais/vol2/iss1/1,1--32,1,2,2001,Will the New Economy Emerge as Information Technology Pays Off?,Journal of the Association for Information Systems,"Shu, Wesley",10.17705/1JAIS.00013,article,,,,,,
C_000135,000135,crossref,https://aisel.aisnet.org/jais/vol12/iss2/1,189--207,2,12,2011,The Dynamics of Information Collaboration: A Case Study of Blended IT Value Propositions for Health Information Exchange in Disability Determination,Journal of the Association for Information Systems,"Feldman, Sue and Horan, Thomas",10.17705/1JAIS.00256,article,,,,,,
C_000136,000136,crossref,https://aisel.aisnet.org/jais/vol18/iss11/1,814--836,11,18,2017,A Paradox of Progressive Saturation: The Changing Nature of Improvisation over Time in a Systems Development Project,Journal of the Association for Information Systems,"Molnar, Wolfgang and Nandhakumar, Joe and Stacey, Patrick",10.17705/1JAIS.00472,article,,,,,,
C_000137,000137,crossref,https://aisel.aisnet.org/jais/vol15/iss11/5,I--XIX,11,15,2014,Eight Obstacles to Overcome in the Theory Testing Genre,Journal of the Association for Information Systems,"Gregor, Shirley and Klein, Gary",10.17705/1JAIS.00382,article,,,,,,
C_000138,000138,crossref,https://aisel.aisnet.org/jais/vol21/iss4/2,1045--1071,,21,2020,Performance Outcomes of Test-Driven Development: An Experimental Investigation,Journal of the Association for Information Systems,"Bhadauria, Vikram and Mahapatra, RadhaKanta and Nerur, Sridhar",10.17705/1JAIS.00628,article,,,,,,
C_000139,000139,crossref,https://aisel.aisnet.org/jais/vol17/iss9/1,614--647,9,17,2016,Impression Formation and Durability in Mediated Communication,Journal of the Association for Information Systems,"Brown, Sue and Fuller, Robert and Thatcher, Sherry",10.17705/1JAIS.00436,article,,,,,,
C_000140,000140,crossref,https://aisel.aisnet.org/jais/vol15/iss4/3,177--196,4,15,2014,Generification by Translation: Designing Generic Systems in Context of the Local,Journal of the Association for Information Systems,"Silsand, Line and Ellingsen, Gunnar",10.17705/1JAIS.00358,article,,,,,,
C_000141,000141,crossref,https://aisel.aisnet.org/jais/vol21/iss5/3,1279--1312,5,21,2020,Designing Cost-Effective Telemedicine Camps for Underprivileged Individuals in Less Developed Countries: A Decomposed Affordance-Effectivity Framework,Journal of the Association for Information Systems,"Li, Xixi and Rai, Arun and Krishnan, Ganapathy",10.17705/1JAIS.00637,article,,,,,,
C_000142,000142,crossref,https://aisel.aisnet.org/jais/vol13/iss10/2,836--860,10,13,2012,A Structured Approach for Designing Collaboration Experiences for Virtual Worlds,Journal of the Association for Information Systems,"Schmeil, Andreas and Eppler, Martin and Freitas, Sara",10.17705/1JAIS.00309,article,,,,,,
C_000143,000143,crossref,https://aisel.aisnet.org/jais/vol21/iss6/2,1622--1652,,21,2020,Research Perspectives: The Anatomy of a Design Principle,Journal of the Association for Information Systems,"Gregor, Shirley and Kruse, Leona and Seidel, Stefan",10.17705/1JAIS.00649,article,,,,,,
