id,ID,orig_ID,orig_source,number,volume,title,journal,author,grobid-version,file,ENTRYTYPE,doi,year,note
83,P_0000000087,87,pdf,2.0,30.0,REVIEW: A REVIEW OF CULTURE IN INFORMATION SYSTEMS RESEARCH: TOWARD A THEORY OF INFORMATION TECHNOLOGY CULTURE CONFLICT 1,MIS Quarterly,"Leidner, Dorothy E and Kayworth, Timothy",lfoppiano/grobid:0.8.1,data/pdfs/30_2/LeidnerKayworth2006.pdf,article,,,
84,P_0000000088,88,pdf,2.0,18.0,MIS Doctoral Dissertations: 1992-1993,MIS Quarterly,"Hamilton, J. Scott and Arogyaswamy, B. J and An, Objectoriented and Ap and Barker, R. M",lfoppiano/grobid:0.8.1,data/pdfs/18_2/HamiltonDavis1994.pdf,article,,,
85,P_0000000089,89,pdf,2.0,42.0,TEXT ANALYTICS TO SUPPORT SENSE-MAKING IN SOCIAL MEDIA: A LANGUAGE-ACTION PERSPECTIVE 1,MIS Quarterly,"Abbasi, Ahmed and Zhou, Yilu and Deng, Shasha and Zhang, Pengzhu",lfoppiano/grobid:0.8.1,data/pdfs/42_2/AbbasZhouDengEtAl2018.pdf,article,10.25300/MISQ/2018/13239,,
86,P_0000000090,90,pdf,2.0,20.0,"Productivity, Business Profitability, and Consumer Surplus: Three Different Measures of Information Technology Value1, 2",MIS Quarterly,"Hitt, Lorin M and Brynjolfsson, Erik",lfoppiano/grobid:0.8.1,data/pdfs/20_2/HittBrynjolfsson1996.pdf,article,,,
87,P_0000000091,91,pdf,2.0,32.0,EXPLAINING VARIATIONS IN CLIENT EXTRA COSTS BETWEEN SOFTWARE PROJECTS OFFSHORED TO INDIA 1,MIS Quarterly,"Dibbern, Jens and Winkler, Jessica and Heinzl, Armin",lfoppiano/grobid:0.8.1,data/pdfs/32_2/DibbernWinklerHeinzl2006.pdf,article,,,
88,P_0000000092,92,pdf,4.0,28.0,USER ACCEPTANCE OF HEDONIC INFORMATION SYSTEMS 1,MIS Quarterly,"Van Der Heijden, Hans",lfoppiano/grobid:0.8.1,data/pdfs/28_4/vanderHeijden2004.pdf,article,,,
89,P_0000000093,93,pdf,1.0,5.0,Observing Organizational Environments: A Systematic Approach for Information Analysts*,MIS Quarterly,"Kendall, Kenneth E and Kendall, Julie E and Jenkins, A. Milton",lfoppiano/grobid:0.8.1,data/pdfs/5_1/KendallKendall1981.pdf,article,,,
90,P_0000000094,94,pdf,3.0,35.0,CONTROL OVER VIRTUAL WORLDS BY GAME COMPANIES: ISSUES AND RECOMMENDATIONS 1,MIS Quarterly,"Roquilly, Christophe",lfoppiano/grobid:0.8.1,data/pdfs/35_3/Roquilly2011.pdf,article,,,
91,P_0000000095,95,pdf,1.0,44.0,"TRAJECTORIES OF REPEATED READMISSIONS OF CHRONIC DISEASE PATIENTS: RISK STRATIFICATION, PROFILING, AND PREDICTION 1",MIS Quarterly,"Ben-Assuli, Ofir and Padman, Rema",lfoppiano/grobid:0.8.1,data/pdfs/44_1/BenAssuliPadman2020.pdf,article,10.25300/MISQ/2020/15101,,
92,P_0000000096,96,pdf,4.0,44.0,CORPORATE STRATEGY CHANGES AND INFORMATION TECHNOLOGY CONTROL EFFECTIVENESS IN MULTIBUSINESS FIRMS 1,MIS Quarterly,"Tanriverdi, Hüseyin and Du, Kui",lfoppiano/grobid:0.8.1,data/pdfs/44_4/TanriverdiDu2020.pdf,article,10.25300/MISQ/2020/14223,,
93,P_0000000097,97,pdf,1.0,20.0,Measuring the Linkage Between Business and Information Technology Objectives,MIS Quarterly,"Reich, Blaize Horner and Benbasat, Izak",lfoppiano/grobid:0.8.1,data/pdfs/20_1/ReichBenbasat1996.pdf,article,,,
94,P_0000000098,98,pdf,2.0,46.0,EDITOR'S COMMENTS RESEARCH ARTICLE,MIS Quarterly,,lfoppiano/grobid:0.8.1,data/pdfs/46_2/MirandaBerenteSeidelEtAl2022.pdf,article,,,
95,P_0000000099,99,pdf,1.0,45.0,SPECIAL ISSUE: NEXT GENERATION IS THEORIES CONNECTING THE PARTS WITH THE WHOLE: TOWARD AN INFORMATION ECOLOGY THEORY OF DIGITAL INNOVATION ECOSYSTEMS 1,MIS Quarterly,"Wang, Ping",lfoppiano/grobid:0.8.1,data/pdfs/45_1/Wang2021.pdf,article,10.25300/MISQ/2021/15864,,
96,P_0000000100,100,pdf,1.0,12.0,Matching Computer-Based Information Systems with Organizational Structures,MIS Quarterly,"Leifer, Richard",lfoppiano/grobid:0.8.1,data/pdfs/12_1/Leifer1988.pdf,article,,,
97,P_0000000101,101,pdf,1.0,46.0,EFFECTS OF PERSONALIZED RECOMMENDATIONS VERSUS AGGREGATE RATINGS ON POST-CONSUMPTION PREFERENCE RESPONSES 1,MIS Quarterly,"Adomavicius, Gediminas and Bockstedt, Jesse C and Curley, Shawn P and Zhang, Jingjing",lfoppiano/grobid:0.8.1,data/pdfs/46_1/AdomaviciusBockstedtCurleyEtAl2022.pdf,article,10.25300/MISQ/2022/16301,,
98,P_0000000102,102,pdf,4.0,44.0,"THE EVOLUTIONARY TRAJECTORIES OF PEER-PRODUCED ARTIFACTS: GROUP COMPOSITION, THE TRAJECTORIES' EXPLORATION, AND THE QUALITY OF ARTIFACTS 1",MIS Quarterly,"Arazy, Ofer and Lindberg, Aron and Rezaei, Mostafa and Samorani, Michele",lfoppiano/grobid:0.8.1,data/pdfs/44_4/ArazyLindbergRezaeiEtAl2020.pdf,article,10.25300/MISQ/2020/15379,,
99,P_0000000103,103,pdf,3.0,42.0,VIRTUAL FIRST IMPRESSIONS MATTER: THE EFFECT OF ENTERPRISE SOCIAL NETWORKING SITES ON IMPRESSION FORMATION IN VIRTUAL TEAMS 1,MIS Quarterly,"Cummings, Jeff and Dennis, Alan R",lfoppiano/grobid:0.8.1,data/pdfs/42_3/CummingsDennis2018.pdf,article,10.25300/MISQ/2018/13202,,
100,P_0000000104,104,pdf,4.0,45.0,WHEN AND WHO DO PLATFORM COMPANIES ACQUIRE? UNDERSTANDING THE ROLE OF ACQUISITIONS IN THE GROWTH OF PLATFORM COMPANIES 1,MIS Quarterly,"Miric, Milan and Pagani, Margherita and Sawy, Omar A El",lfoppiano/grobid:0.8.1,data/pdfs/45_4/MiricPaganiElSawy2021.pdf,article,10.25300/MISQ/2022/16374,,
101,P_0000000105,105,pdf,4.0,21.0,Effects of User Participation in Systems Development: A Longitudinal Field Experiment I,MIS Quarterly,"Hunton, James E and Beeler, Jesse D",lfoppiano/grobid:0.8.1,data/pdfs/21_4/HuntonBeeler1997.pdf,article,,,
102,P_0000000106,106,pdf,2.0,38.0,ANXIOUS OR ANGRY? EFFECTS OF DISCRETE EMOTIONS ON THE PERCEIVED HELPFULNESS OF ONLINE REVIEWS 1,MIS Quarterly,"Yin, Dezhi and Bond, Samuel D and Zhang, Han",lfoppiano/grobid:0.8.1,data/pdfs/38_2/YinBondZhang2014.pdf,article,,,
103,P_0000000107,107,pdf,1.0,39.0,SPECIAL ISSUE: SERVICE INNOVATION IN THE DIGITAL AGE DISTRIBUTED TUNING OF BOUNDARY RESOURCES: THE CASE OF APPLE'S IOS SERVICE SYSTEM 1,MIS Quarterly,"Eaton, Ben and Elaluf-Calderwood, Silvia and Sørensen, Carsten and Yoo, Youngjin and Barrett, Michael and Davidson, Elizabeth and Prabhu, Jaideep and Vargo, Stephen L",lfoppiano/grobid:0.8.1,data/pdfs/39_1/EatonElalufCalderwoodSorensenEtAl2015.pdf,article,,,
104,P_0000000108,108,pdf,2.0,20.0,Relational Development in Computer-Supported Groups1,MIS Quarterly,"Chidambaram, Laku",lfoppiano/grobid:0.8.1,data/pdfs/20_2/Chidambaram1996.pdf,article,,,
105,P_0000000109,109,pdf,3.0,45.0,INFORMATION TECHNOLOGY INVESTMENT AND COMMERCIALIZED INNOVATION PERFORMANCE: DYNAMIC ADJUSTMENT COSTS AND CURVILINEAR IMPACTS 1,MIS Quarterly,"Karhade, Prasanna P and Dong, John Qi",lfoppiano/grobid:0.8.1,data/pdfs/45_3/KarhadeQiDong2021.pdf,article,10.25300/MISQ/2021/14368,,
106,P_0000000110,110,pdf,3.0,40.0,A TOOL FOR ADDRESSING CONSTRUCT IDENTITY IN LITERATURE REVIEWS AND META-ANALYSES 1,MIS Quarterly,"Larsen, Kai R and How, Chih",lfoppiano/grobid:0.8.1,data/pdfs/40_3/LarsenBong2016.pdf,article,,,
107,P_0000000111,111,pdf,1.0,38.0,COLLABORATION THROUGH OPEN SUPERPOSITION: A THEORY OF THE OPEN SOURCE WAY 1,MIS Quarterly,"Howison, James and Crowston, Kevin",lfoppiano/grobid:0.8.1,data/pdfs/38_1/HowisonCrowston2014.pdf,article,,,
108,P_0000000112,112,pdf,2.0,4.0,PROGRAMMER AND ANALYST TIME/COST ESTIMATION,MIS Quarterly,"Benbasat, Izak and Vessey, Iris",lfoppiano/grobid:0.8.1,data/pdfs/4_2/BenbasatVessey1980.pdf,article,,,
109,P_0000000113,113,pdf,3.0,45.0,WHEN DIGITAL TECHNOLOGIES ENABLE AND THREATEN OCCUPATIONAL IDENTITY: THE DELICATE BALANCING ACT OF DATA SCIENTISTS 1,MIS Quarterly,"Vaast, Emmanuelle and Pinsonneault, Alain",lfoppiano/grobid:0.8.1,data/pdfs/45_3/VaastPinsonneault2021.pdf,article,10.25300/MISQ/2021/16024,,
110,P_0000000114,114,pdf,2.0,41.0,EDITOR'S COMMENTS Avoiding Type III Errors: Formulating IS Research Problems that Matter,MIS Quarterly,"Rai, Arun",lfoppiano/grobid:0.8.1,data/pdfs/41_2/Rai2017.pdf,article,,,
111,P_0000000115,115,pdf,1.0,8.0,User Developed Applications: Evaluation of Success from the DP Department Perspective,MIS Quarterly,"Rivard, Suzanne and Huff, Sid Lo",lfoppiano/grobid:0.8.1,data/pdfs/8_1/RivardHuff1984.pdf,article,,,
112,P_0000000116,116,pdf,1.0,42.0,TOP PERSUADER PREDICTION FOR SOCIAL NETWORKS 1,MIS Quarterly,"Fang, Xiao and Paul, Jen-Hwa and Hu",lfoppiano/grobid:0.8.1,data/pdfs/42_1/FangHu2018.pdf,article,10.25300/MISQ/2018/13211,,
113,P_0000000117,117,pdf,4.0,29.0,REVIEW: IT-DEPENDENT STRATEGIC INITIATIVES AND SUSTAINED COMPETITIVE ADVANTAGE: A REVIEW AND SYNTHESIS OF THE LITERATURE 1,MIS Quarterly,"Piccoli, Gabriele and Ives, Blake",lfoppiano/grobid:0.8.1,data/pdfs/29_4/PiccoliIves2005.pdf,article,,,
114,P_0000000118,118,pdf,1.0,35.0,STUCK IN THE CONFLICTED MIDDLE: A ROLE-THEORETIC PERSPECTIVE ON B2B E-MARKETPLACES 1,MIS Quarterly,"Koch, Hope and Schultze, Ulrike",lfoppiano/grobid:0.8.1,data/pdfs/35_1/KochSchultze2011.pdf,article,,,
115,P_0000000119,119,pdf,4.0,36.0,BIDDING BEHAVIOR EVOLUTION IN SEQUENTIAL AUCTIONS: CHARACTERIZATION AND ANALYSIS 1,MIS Quarterly,"Goes, Paulo B and Karuga, Gilbert G and Tripathi, Arvind K",lfoppiano/grobid:0.8.1,data/pdfs/36_4/GoesKarugaTripathi2012.pdf,article,,,
116,P_0000000120,120,pdf,4.0,22.0,Computer-Aided Systems and Communities: Mechanisms for Organizational Learning in Distributed Environments I,MIS Quarterly,"Goodman, Paul S and Darr, Eric D",lfoppiano/grobid:0.8.1,data/pdfs/22_4/GoodmanDarr1998.pdf,article,,,
117,P_0000000121,121,pdf,2.0,43.0,RESPONDING-OR NOT-TO INFORMATION TECHNOLOGY PROJECT RISKS: AN INTEGRATIVE MODEL 1,MIS Quarterly,"Moeini, Mohammad and Rivard, Suzanne",lfoppiano/grobid:0.8.1,data/pdfs/43_2/MoeiniRivard2019.pdf,article,10.25300/MISQ/2019/14505,,
118,P_0000000122,122,pdf,3.0,27.0,"FROM THE VENDOR'S PERSPECTIVE: EXPLORING THE VALUE PROPOSITION IN INFORMATION TECHNOLOGY OUTSOURCING 1, 2",MIS Quarterly,"Ross, Jeanne W",lfoppiano/grobid:0.8.1,data/pdfs/27_3/LevinaRoss2003.pdf,article,,,
119,P_0000000123,123,pdf,4.0,21.0,Gender Differences in the Perception and Use of E-Mail: An Extension to the Technology Acceptance Model 1,MIS Quarterly,"Gefen, David and Straub, Detmar W and Shaw, George Bernard",lfoppiano/grobid:0.8.1,data/pdfs/21_4/GefenStraub1997.pdf,article,,,
120,P_0000000124,124,pdf,1.0,31.0,EDITOR'S COMMENTS Looking for a Few Good Concepts…and Theories…for the Information Systems Field,MIS Quarterly,"Markus, M. Lynne and Saunders, Carol",lfoppiano/grobid:0.8.1,data/pdfs/31_1/MarkusSaunders2007.pdf,article,,,
121,P_0000000125,125,pdf,2.0,39.0,Research Framework for AIS Grand Vision of the Bright ICT Initiative,MIS Quarterly,degro003,lfoppiano/grobid:0.8.1,data/pdfs/39_2/Lee2015.pdf,article,,,
122,P_0000000126,126,pdf,1.0,15.0,Executive Information Systems Executive Information Systems: A Framework for Development and a Survey of Current Practices,MIS Quarterly,"Watson, Hugh J and Kelly, R. and Koh, Chang E",lfoppiano/grobid:0.8.1,data/pdfs/15_1/WatsonRainerJrKoh1991.pdf,article,,,
123,P_0000000127,127,pdf,4.0,38.0,SPECIAL ISSUE: IS FOR SYMBOLIC ACTION SYMBOLIC ACTION RESEARCH IN INFORMATION SYSTEMS: INTRODUCTION TO THE SPECIAL ISSUE 1,MIS Quarterly,"Aakhus, Mark and Ågerfalk, Pär J and Lyytinen, Kalle and Te'eni, Dov and Sanders, Charles and Avital, Michel and Baskerville, Richard and Beynon-Davies, Paul and Boland, Richard and Bratich, Jack and Clarke, Rodney and Diamant, E. Ilana and Donellan, Brian and Edenius, Mats and Eriksson, Owen and Fortunati, Leopoldina and Gal, Uri and Germonprez, Matt and Goldkuhl, Göran and Griffith, Terri and Henfridsson, Ola and Hiltz, Roxanne and Hirschheim, Rudy and Huffaker, David and Iivari, Juhani and Jackson, Michele and Johnson, Steven and Jorna, René and Jung, Yusung and Kalman, Yoram and Kane, Gerald and Kimbrough, Steven and Krogstie, John and Lee, Allen and Lind, Mikael and Mason, Winter and Mcinerney, Claire and Mingers, John and Muresan, Smara and Naamen, Mor and Nickerson, Jeffrey and Poole, Marshall Scott and Rossi, Matti and Sanchez, Joe",lfoppiano/grobid:0.8.1,data/pdfs/38_4/AakhusAgerfalkLyytinenEtAl2014.pdf,article,,,
124,P_0000000128,128,pdf,3.0,12.0,The Economics of Software Quality Assurance: A Simulation-Based Case Study,MIS Quarterly,"Abdei-Hamid, Tarek K",lfoppiano/grobid:0.8.1,data/pdfs/12_3/AbdelHamid1988.pdf,article,,,
125,P_0000000129,129,pdf,2.0,13.0,A Study of the Relationship Between Decision Model Naturalness and Performance,MIS Quarterly,"Kottemann, Jeffrey E and Remus, William E",lfoppiano/grobid:0.8.1,data/pdfs/13_2/KottemannRemus1989.pdf,article,,,
126,P_0000000130,130,pdf,4.0,7.0,The Application Approach Worksheet: An Evaluative Tool for Matching New Development Methods with Appropriate Applications,MIS Quarterly,"Shomenta, Jack and Kamp, Gary and Hanson, Bob and Simpson, Brandon",lfoppiano/grobid:0.8.1,data/pdfs/7_4/ShomentaKampHansonEtAl1983.pdf,article,,,
127,P_0000000131,131,pdf,1.0,36.0,HUMAN CAPITAL DEVELOPMENT FOR PROGRAMMERS USING OPEN SOURCE SOFTWARE 1,MIS Quarterly,"Mehra, Amit and Mookerjee, Vijay",lfoppiano/grobid:0.8.1,data/pdfs/36_1/MehraMookerjee2012.pdf,article,,,
128,P_0000000132,132,pdf,4.0,11.0,Data Flow and Data Structure Modeling for Database Requirements Determination: A Comparative Study,MIS Quarterly,"Mantha, Robert W",lfoppiano/grobid:0.8.1,data/pdfs/11_4/Mantha1987.pdf,article,,,
129,P_0000000133,133,pdf,3.0,43.0,CAN OUTSOURCING OF INFORMATION TECHNOLOGY FOSTER INNOVATIONS IN CLIENT ORGANIZATIONS? AN EMPIRICAL ANALYSIS 1,MIS Quarterly,"Susarla, Anjana and Mukhopadhyay, Tridas",lfoppiano/grobid:0.8.1,data/pdfs/43_3/SusarlaMukhopadhyay2019.pdf,article,10.25300/MISQ/2019/13535,,
130,P_0000000134,134,pdf,2.0,33.0,MODEL OF ACCEPTANCE WITH PEER SUPPORT: A SOCIAL NETWORK PERSPECTIVE TO UNDERSTAND EMPLOYEES' SYSTEM USE 1,MIS Quarterly,"Sykes, Tracy Ann and Venkatesh, Viswanath and Gosain, Sanjay",lfoppiano/grobid:0.8.1,data/pdfs/33_2/SykesVenkateshGosain2009.pdf,article,,,
131,P_0000000135,135,pdf,3.0,30.0,"ACADEMIC DATA COLLECTION IN ELECTRONIC ENVIRONMENTS: DEFINING ACCEPTABLE USE OF INTERNET RESOURCES 1, 2",MIS Quarterly,"Allen, Gove N and Burk, Dan L and Davis, Gordon B",lfoppiano/grobid:0.8.1,data/pdfs/30_3/AllenBurkDavis2006.pdf,article,,,
132,P_0000000136,136,pdf,3.0,10.0,The Application Profile,MIS Quarterly,"Batiste, John L and Smith, A. O",lfoppiano/grobid:0.8.1,data/pdfs/10_3/Batiste1986.pdf,article,,,
133,P_0000000137,137,pdf,4.0,8.0,Information Technology Effects on Organization Management Information Technology: Its Effects on Organizational Form and Function,MIS Quarterly,"Foster, Lawrence W and Flynn, David M",lfoppiano/grobid:0.8.1,data/pdfs/8_4/FosterFlynn1984.pdf,article,,,
134,P_0000000138,138,pdf,4.0,37.0,MOTIVATING ENERGY-EFFICIENT BEHAVIOR WITH GREEN IS: AN INVESTIGATION OF GOAL SETTING AND THE ROLE OF DEFAULTS 1,MIS Quarterly,"Loock, Claire-Michelle and Staake, Thorsten and Thiesse, Frédéric and Malhotra, Arvind and Melville, Nigel P and Watson, Richard T",lfoppiano/grobid:0.8.1,data/pdfs/37_4/LoockStaakeThiesse2013.pdf,article,,,
135,P_0000000139,139,pdf,2.0,43.0,WHAT USERS DO BESIDES PROBLEM-FOCUSED COPING WHEN FACING IT SECURITY THREATS: AN EMOTION-FOCUSED COPING PERSPECTIVE 1,MIS Quarterly,"Liang, Huigang and Xue, Yajiong and Pinsonneault, Alain and Wu, Andy """,lfoppiano/grobid:0.8.1,data/pdfs/43_2/LiangXuePinsonneaultEtAl2019.pdf,article,10.25300/MISQ/2019/14360,,
136,P_0000000140,140,pdf,2.0,42.0,THE EFFECTS OF COMMUNICATION MEDIA AND CULTURE ON DECEPTION DETECTION ACCURACY 1,MIS Quarterly,"George, Joey F and Gupta, Manjul and Giordano, Gabriel and Mills, Annette M and Tennant, Vanesa M and Lewis, Carmen C",lfoppiano/grobid:0.8.1,data/pdfs/42_2/GeorgeGuptaGiordanoEtAl2018.pdf,article,10.25300/MISQ/2018/13215,,
137,P_0000000141,141,pdf,2.0,37.0,DESIGN CAPITAL AND DESIGN MOVES: THE LOGIC OF DIGITAL BUSINESS STRATEGY 1,MIS Quarterly,"Woodard, C. Jason and Ramasubbu, Narayan and Tschang, F. Ted and Sambamurthy, V. and Bharadwaj, Anandhi and Sawy, Omar A El and Pavlou, Paul A and Venkatraman, N.",lfoppiano/grobid:0.8.1,data/pdfs/37_2/WoodardRamasubbuTschangEtAl2013.pdf,article,,,
138,P_0000000142,142,pdf,4.0,43.0,FOLLOWERSHIP IN AN OPEN-SOURCE SOFTWARE PROJECT AND ITS SIGNIFICANCE IN CODE REUSE 1,MIS Quarterly,"Jiang, Qiqi and Tan, Chuan-Hoo and Choon, Ling and Sia and Wei, Kwok-Kee",lfoppiano/grobid:0.8.1,data/pdfs/43_4/JiangTanSiaEtAl2019.pdf,article,10.25300/MISQ/2019/14043,2017.0,
139,P_0000000143,143,pdf,3.0,43.0,USING POLYNOMIAL MODELING TO UNDERSTAND SERVICE QUALITY IN E-GOVERNMENT WEBSITES 1,MIS Quarterly,"Nishant, Rohit and Srivastava, Shirish C and Teo, Thompson S H",lfoppiano/grobid:0.8.1,data/pdfs/43_3/NishantSrivastavaTeo2019.pdf,article,10.25300/MISQ/2019/12349,,
140,P_0000000144,144,pdf,,30.0,,MIS Quarterly,"Nickerson, Jeffrey V",lfoppiano/grobid:0.8.1,data/pdfs/30_SI/NickersonMuehlen2006.pdf,article,,2001.0,
141,P_0000000145,145,pdf,2.0,31.0,FIGHTING AGAINST WINDMILLS: STRATEGIC INFORMATION SYSTEMS AND ORGANIZATIONAL DEEP STRUCTURES 1,MIS Quarterly,"Leiser, Silva C T and Bauer and Hirschheim, Rudy and Ourso, E. J",lfoppiano/grobid:0.8.1,data/pdfs/31_2/SilvaHirschheim2007.pdf,article,,,
142,P_0000000146,146,pdf,1.0,26.0,Weber/Editor's Comments,MIS Quarterly,"Weber, Ron",lfoppiano/grobid:0.8.1,data/pdfs/26_1/Weber2002.pdf,article,,,
143,P_0000000147,147,pdf,1.0,38.0,ENTERPRISE SYSTEM IMPLEMENTATION AND EMPLOYEE JOB PERFORMANCE: UNDERSTANDING THE ROLE OF ADVICE NETWORKS 1,MIS Quarterly,"Sykes, Tracy Ann and Venkatesh, Viswanath and Johnson, Jonathan L",lfoppiano/grobid:0.8.1,data/pdfs/38_1/SykesVenkateshJohnson2014.pdf,article,,,
144,P_0000000148,148,pdf,2.0,37.0,INFORMATION TECHNOLOGY AND BUSINESS-LEVEL STRATEGY: TOWARD AN INTEGRATED THEORETICAL PERSPECTIVE 1,MIS Quarterly,"Drnevich, Paul L and Croson, David C",lfoppiano/grobid:0.8.1,data/pdfs/37_2/DrnevichCroson2013.pdf,article,,,
145,P_0000000149,149,pdf,1.0,37.0,INTERNATIONALIZATION STRATEGIES OF CHINESE IT SERVICE SUPPLIERS 1,MIS Quarterly,"Su, Ning",lfoppiano/grobid:0.8.1,data/pdfs/37_1/Su2013.pdf,article,,,
146,P_0000000150,150,pdf,1.0,42.0,RE-REPRESENTATION AS WORK DESIGN IN OUTSOURCING: A SEMIOTIC VIEW 1,MIS Quarterly,"Oshri, Ilan and Henfridsson, Ola and Kotlarsky, Julia",lfoppiano/grobid:0.8.1,data/pdfs/42_1/OshriHenfridssonKotlarsky2018.pdf,article,10.25300/MISQ/2018/13427,,
147,P_0000000151,151,pdf,1.0,37.0,DIGITAL GAMES AND BEYOND: WHAT HAPPENS WHEN PLAYERS COMPETE? 1,MIS Quarterly,"Liu, De and Li, Xun and Santhanam, Radhika",lfoppiano/grobid:0.8.1,data/pdfs/37_1/LiuLiSanthanam2013.pdf,article,,,
148,P_0000000152,152,pdf,2.0,41.0,PROMINENCE AND INTERPRETATION OF ONLINE CONFLICT OF INTEREST DISCLOSURES 1,MIS Quarterly,"Jensen, Matthew L and Yetgin, Emre",lfoppiano/grobid:0.8.1,data/pdfs/41_2/JensenYetgin2017.pdf,article,,,
149,P_0000000153,153,pdf,4.0,13.0,Developing an Expert Systems Strategy,MIS Quarterly,"Braden, Barbara and Kanter, Jerome and Kopcso, David",lfoppiano/grobid:0.8.1,data/pdfs/13_4/BradenKanterKopcso1989.pdf,article,,,
150,P_0000000154,154,pdf,4.0,10.0,985 Opinion Survey of MIS Managers: Key Issues,MIS Quarterly,"Hertog, Curt and Herbert, Martin and Unlverelty, Washington and Louis, St",lfoppiano/grobid:0.8.1,data/pdfs/10_4/HartogHerbert1986.pdf,article,,,
151,P_0000000155,155,pdf,1.0,43.0,INTENSIFYING TO CEASE: UNPACKING THE PROCESS OF INFORMATION SYSTEMS DISCONTINUANCE 1,MIS Quarterly,"Hosein, Mohammad and Mehrizi, Rezazade and Modol, Joan Rodon and Nezhad, Milad Zafar",lfoppiano/grobid:0.8.1,data/pdfs/43_1/MehriziModolNezhad2019.pdf,article,10.25300/MISQ/2019/13717,,
152,P_0000000156,156,pdf,2.0,7.0,User Managers' Systems Needs*,MIS Quarterly,"Aiioway, Robert M and Quillard, Judith A and Quiard, J. A """,lfoppiano/grobid:0.8.1,data/pdfs/7_2/AllowayQuillard1983.pdf,article,,,
153,P_0000000157,157,pdf,2.0,32.0,Type II Reviewing Errors and the Search for Exciting Papers,MIS Quarterly,"Straub, Detmar W.",lfoppiano/grobid:0.8.1,data/pdfs/32_2/Straub2008a.pdf,article,,,
154,P_0000000158,158,pdf,3.0,41.0,EXPLAINING POST-IMPLEMENTATION EMPLOYEE SYSTEM USE AND JOB PERFORMANCE: IMPACTS OF THE CONTENT AND SOURCE OF SOCIAL NETWORK TIES 1,MIS Quarterly,"Sykes, Tracy Ann and Venkatesh, Viswanath",lfoppiano/grobid:0.8.1,data/pdfs/41_3/SykesVenkatesh2017.pdf,article,,,
155,P_0000000159,159,pdf,1.0,21.0,Factors Affecting the Adoption of Open Systems'. An Exploratory Study 1,MIS Quarterly,"Chau, Patrick Y K and Kar, Yan and Tam",lfoppiano/grobid:0.8.1,data/pdfs/21_1/ChauTam1997.pdf,article,,,
156,P_0000000160,160,pdf,1.0,42.0,EXTERNAL BRIDGING AND INTERNAL BONDING: UNLOCKING THE GENERATIVE RESOURCES OF MEMBER TIME AND ATTENTION SPENT IN ONLINE COMMUNITIES 1,MIS Quarterly,"Kim, Yongsuk and Jarvenpaa, Sirkka L and Gu, Bin",lfoppiano/grobid:0.8.1,data/pdfs/42_1/KimJarvenpaaGu2018.pdf,article,10.25300/MISQ/2018/13278,,
157,P_0000000161,161,pdf,4.0,12.0,Combining Qualitative and Quantitative Methods in Information Systems Research: A Case Study 1,MIS Quarterly,"Kaplan, Bonnie and Duchon, Dennis",lfoppiano/grobid:0.8.1,data/pdfs/12_4/KaplanDuchon1988.pdf,article,,,
158,P_0000000162,162,pdf,4.0,44.0,CAN RECOMMENDER SYSTEMS REDUCE HEALTHCARE COSTS? THE ROLE OF TIME PRESSURE AND COST TRANSPARENCY IN PRESCRIPTION CHOICE 1,MIS Quarterly,"Bouayad, Lina and Padmanabhan, Balaji and Chari, Kaushal",lfoppiano/grobid:0.8.1,data/pdfs/44_4/BouayadPadmanabhanChari2020.pdf,article,10.25300/MISQ/2020/14435,,
159,P_0000000163,163,pdf,4.0,20.0,Computer-Based Monitoring: Common Perceptions and Empirical Results*,MIS Quarterly,"George, Joey F",lfoppiano/grobid:0.8.1,data/pdfs/20_4/George1996.pdf,article,,,
160,P_0000000164,164,pdf,,,,,,,data/pdfs/19_3/LeeTrauthFarwell1995.pdf,misc,,,
161,P_0000000165,165,pdf,2.0,43.0,THE EXPERTS IN THE CROWD: THE ROLE OF EXPERIENCED INVESTORS IN A CROWDFUNDING MARKET 1,MIS Quarterly,"Kim, Keongtae and Viswanathan, Siva",lfoppiano/grobid:0.8.1,data/pdfs/43_2/KeongtaeVisawanathan2019.pdf,article,10.25300/MISQ/2019/13758,,
162,P_0000000166,166,pdf,2.0,39.0,MOBILE APPLICATION USABILITY: CONCEPTUALIZATION AND INSTRUMENT DEVELOPMENT 1,MIS Quarterly,"Hoehle, Hartmut and Venkatesh, Viswanath",lfoppiano/grobid:0.8.1,data/pdfs/39_2/HoehleVenkatesh2015.pdf,article,,,
163,P_0000000167,167,pdf,4.0,24.0,"DATA WAREHOUSING SUPPORTS CORPORATE STRATEGY AT FIRST AMERICAN CORPORATION 1, 2",MIS Quarterly,"Cooper, Brian L and Watson, Hugh J and Wixom, Barbara H and Goodhue, Dale L",lfoppiano/grobid:0.8.1,data/pdfs/24_4/CooperWatsonWixomEtAl2000.pdf,article,,,
164,P_0000000168,168,pdf,1.0,5.0,A Behavioral Analysis for Planning MIS Implementation,MIS Quarterly,"Nichols, Mary Lippitt",lfoppiano/grobid:0.8.1,data/pdfs/5_1/Nichols1981.pdf,article,,,
165,P_0000000169,169,pdf,3.0,9.0,Information Systems Support for Group Planning and Decision-Making Activities,MIS Quarterly,"Rathwell, Margaret A and Burns, Alan",lfoppiano/grobid:0.8.1,data/pdfs/9_3/RathwellBurns1985.pdf,article,,,
