cluster,ID,title,author,language,abstract,pages,number,volume,year,journal,doi,ENTRYTYPE,fulltext,cited_by,url,__orig_index
33,001612,The Use of History in is Research An Opportunity Missed?,"Land, Frank",eng,"The article is shaped by two regularly repeated cliches. The first is History is bunk, Henry Ford's well known saying has two Implications: (1) that what purports to be history Is more often than not inaccurate If not a downright lie, and (2) that we have nothing to learn from history as modern innovations make the past Irrelevant. The second cliche is We will heed the lessons we have learned from past disasters, How often do we hear that claim with respect to information systems (IS) failures? Again there are two implications: (1) that history repeats Itself, and that If we learn how prior mistakes were made we can avoid the same mistakes being repeated, and (2) that we have the capability to analyse the past with sufficient accuracy that we can Identify all the problems that led to the mistakes being made. In this article, I will argue that the historiography of IS is Important to understanding IS and Its evolution through time, and that understanding even the most transformative, revolutionary, Innovations benefits from the study of the historical context. Henry Ford's viewpoint Is far too prevalent, and In my view damaging to IS research. The argument will be supported by a number of examples.",385--394,4,25,2010,Journal of Information Technology,10.1057/JIT.2010.22,article,,,,1611
34,000237,Special Issue on Institutional Theory in Information Systems Research: Contextualizing the it Artefact,"Currie, Wendy L and Swanson, E Burton",eng,,283--285,4,24,2009,Journal of Information Technology,10.1057/JIT.2009.17,article,,27,,236
34,001299,Special Issue on Institutional Theory in Information Systems Research: Contextualizing the it Artefact,"Currie, Wendy L and Swanson, E Burton",eng,,283--285,4,24,2009,Journal of Information Technology,10.1057/JIT.2009.17,article,,,,1298
35,000020,The Study of Information: Interdisciplinary Messages,"Aleksander, Igor",eng,,57--59,2,1,1986,Journal of Information Technology,10.1057/JIT.1986.25,article,,0,,19
35,000549,A Message,"Land, Frank",eng,,6--6,1,1,1986,Journal of Information Technology,10.1057/JIT.1986.2,article,,0,,548
35,001082,The Study of Information: Interdisciplinary Messages,"Aleksander, Igor",eng,,57--59,2,1,1986,Journal of Information Technology,10.1057/JIT.1986.25,article,,,https://link.springer.com/article/10.1057/jit.1986.25,1081
35,001611,A Message,"Land, Frank",eng,,6--6,1,1,1986,Journal of Information Technology,10.1057/JIT.1986.2,article,,,https://link.springer.com/article/10.1057/jit.1986.2,1610
36,000552,Software Engineering: The Relationship between a Formal System and its Environment,"Land, Frank and Somogyi, Elizabeth",eng,,14--21,1,1,1986,Journal of Information Technology,10.1057/JIT.1986.4,article,,2,,551
36,001614,Software Engineering: The Relationship between a Formal System and its Environment,"Land, Frank and Somogyi, Elizabeth",eng,,14--21,1,1,1986,Journal of Information Technology,10.1057/JIT.1986.4,article,,,https://link.springer.com/article/10.1057/jit.1986.4,1613
36,002191,Software Engineering: The Relationship between a Formal System and its Environment,"Land, Frank and Somogyi, Elizabeth",eng,,14--21,1,1,1986,Journal of Information Technology,10.1177/026839628600100104,article,https://journals.sagepub.com/doi/pdf/10.1177/026839628600100104,,,2190
37,000401,Talking heads vs. virtual workspaces: a comparison of design across cultures,"Heaton, Lorna",eng,,259--272,4,13,1998,Journal of Information Technology,10.1057/JIT.1998.5,article,,5,,400
37,001463,Talking heads vs. virtual workspaces: a comparison of design across cultures,"Heaton, Lorna",eng,,259--272,4,13,1998,Journal of Information Technology,10.1057/JIT.1998.5,article,,,https://link.springer.com/article/10.1057/jit.1998.5,1462
37,002403,Talking Heads vs. Virtual Workspaces: A Comparison of Design across Cultures,"Heaton, Lorna",eng,"The past decade has seen the development of a perspective holding that technology is socially constructed. This paper examines the social construction of one group of technologies, systems for computer supported cooperative work (CSCW). It compares the design of systems for computer supported cooperative work (CSCW) in Scandinavia and Japan with particular attention to the influence of culture on the resulting products. Two case studies are presented to illustrate the argument that culture is an important factor in technology design, despite commonly held assumptions about the neutrality and objectivity of science and technology. The paper further proposes an explanation for why, despite similar technical backgrounds and research interests, CSCW design is conducted differently and produces different results in Denmark and Japan. It argues that, by looking at CSCW systems as texts which reflect the context of their production and the society from which they come, we may be better able to understand the transformations that operate when these texts are ‘read’ in the contexts of their implementation.",259--272,4,13,1998,Journal of Information Technology,10.1177/026839629801300405,article,https://journals.sagepub.com/doi/pdf/10.1177/026839629801300405,,,2402
38,000091,Managing Illusions of Control,"Barki, Henri",eng,,280--281,4,26,2011,Journal of Information Technology,10.1057/JIT.2011.14,article,,1,,90
38,001153,Managing Illusions of Control,"Barki, Henri",eng,,280--281,4,26,2011,Journal of Information Technology,10.1057/JIT.2011.14,article,,,,1152
39,000751,The New Industrial Society and its Infrastructure,"Priban, Ian",eng,,48--57,1,3,1988,Journal of Information Technology,10.1057/JIT.1988.8,article,,,https://link.springer.com/article/10.1057/jit.1988.8,750
39,001975,The New Industrial Society and its Infrastructure,"Priban, Ian",eng,,48--57,1,3,1988,Journal of Information Technology,10.1177/026839628800300108,article,https://journals.sagepub.com/doi/pdf/10.1177/026839628800300108,,,1974
40,000296,Three Different Ways to Skin a Cat: Financialization in the Emergence of National e-ID Solutions,"Eaton, Ben and Hedman, Jonas and Medaglia, Rony",eng,"The growing phenomenon of financialization influences an array of societal dimensions that go beyond the economic realm, to include public policy-making and information technology (IT). This study presents a cross-country analysis of the emergence of national electronic identification (e-ID) solutions as the result of interaction between the financial and the public sector in Denmark, Norway, and Sweden. Drawing on on-line sources, documents, and interviews with key actors in the three cases, we adopt a cross-disciplinary perspective by applying the lens of collective action theory to identify the role of interests, resources, and governance in the emergence of national e-ID solutions. Findings show that different governance solutions can emerge as the result of the convergence of interests and of interdependency of resources between the actors over time. We contribute to research on financialization and IT by proposing a dialectic process model and identifying five mechanisms that drive the process forward.",70--83,1,33,2018,Journal of Information Technology,10.1057/S41265-017-0036-8,article,,8,,295
